지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),최소 상대습도(%),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2)
95,철원,2022-05-12,17.6,10.1,24.9,,4.7,2.2,32,60,11.7,27.37
95,철원,2022-05-13,15.2,9.7,22.9,0,5.1,2,39,56.4,8,18.2
95,철원,2022-05-14,13.1,5.3,19.3,,5.8,2,17,53,11.6,28.06
95,철원,2022-05-15,13.8,4,21.3,,4.8,1.8,21,50.8,12.9,29.25
95,철원,2022-05-16,15.2,5.5,23.4,0,4.7,2,32,59.9,12.6,28.85
95,철원,2022-05-17,17.9,9.5,25.9,,3.3,1.3,36,72.3,12.5,27.21
95,철원,2022-05-18,18.2,11.4,24,0,5.5,1.9,42,66.1,8.1,13.72
95,철원,2022-05-19,18.3,10.6,25.5,,5,1.8,38,64.6,11.8,25.22
95,철원,2022-05-20,18.3,9.9,25.3,,3.1,1.5,34,66.5,12.4,24.61
95,철원,2022-05-21,19.2,12.6,25.8,,4.1,1.8,45,77.4,10.3,26.27
95,철원,2022-05-22,17.7,14.9,22.6,,3.6,1.5,64,89.9,7.9,16.95
95,철원,2022-05-23,20.8,12.4,29.1,,3.1,1.4,39,74.8,9.9,26.35
95,철원,2022-05-24,21.4,13.7,29.5,,3.4,1.4,24,62.6,12.9,27.97
95,철원,2022-05-25,18.9,12.3,26,10.7,3.8,1.7,34,75.1,10,22.29
95,철원,2022-05-26,16.8,12.4,21.8,.6,5.6,2.7,29,68.1,10.5,26.45
95,철원,2022-05-27,18.1,13.6,23.4,.2,4.5,2.3,49,73.8,11.2,22.45
95,철원,2022-05-28,19.4,10.1,29,,4.2,1.7,37,67.3,12.6,27.45
95,철원,2022-05-29,19.8,11.9,26.7,,3.2,1.2,47,79.1,10,24.32
95,철원,2022-05-30,18.3,13.9,23.2,.4,3.4,1.1,66,95.9,2.8,8.89
95,철원,2022-05-31,17.6,9.4,26,0,4.6,1.5,21,59.9,12.7,28.42
95,철원,2022-06-01,19.8,11.5,27.1,,4,1.4,27,51.5,12.6,27.83
95,철원,2022-06-02,19,10.3,26.3,,3.1,1.5,45,76.9,13.1,28.4
95,철원,2022-06-03,21.9,14.9,30.7,,5.4,1.9,32,74.5,12.6,28.77
95,철원,2022-06-04,21.6,15.7,26.8,,3.8,1.6,50,76.9,9.4,18.87
95,철원,2022-06-05,20,17.2,24.7,.3,5,1.5,55,88.5,2.9,9.57
95,철원,2022-06-06,15.8,12.6,20.4,18,6.7,3.4,55,86.6,6.6,16.19
95,철원,2022-06-07,16.7,11.3,22.8,0,5.4,3.4,51,76,11.8,25.19
95,철원,2022-06-08,18.8,12.6,24,,3.3,1.4,49,71.8,9.4,24.35
95,철원,2022-06-09,17.3,14.6,20.8,1.7,3.7,.9,82,97.9,1.5,8.1
95,철원,2022-06-10,18.1,13.7,22,0,3.9,1.2,89,98.5,5.7,14.31
95,철원,2022-06-11,20.9,14.9,28.2,.1,5.1,2.4,46,80.1,11.6,27.54
95,철원,2022-06-12,21.7,13.6,28.3,,3.3,1.4,47,77.9,11.9,26.54
95,철원,2022-06-13,19.2,17,25.2,7.5,5.4,2.3,61,92,2.9,11.86
95,철원,2022-06-14,19.5,14.9,24.8,,5.5,2.9,44,65.5,11.5,27.07
95,철원,2022-06-15,15.6,13.2,17.2,18.1,4.1,2,66,100,1.3,6.55
95,철원,2022-06-16,19.2,16,23.5,.6,3.2,1.3,68,93.8,5.7,15.5
95,철원,2022-06-17,21.4,13.9,27.2,,3,1.2,60,87.3,11,25.64
95,철원,2022-06-18,22.4,20.5,24.4,0,2.8,1,91,98.8,1.6,8.64
95,철원,2022-06-19,22,19.7,25.6,0,2.6,1,95,99.6,4.6,10.02
95,철원,2022-06-20,23.9,20.1,29,,2.6,.9,63,89.3,9.9,24.35
95,철원,2022-06-21,25.1,18.3,31.7,,3,1,55,83.5,11,28.12
95,철원,2022-06-22,25,21.3,30,,3.1,1.5,50,87.4,8.6,22.2
95,철원,2022-06-23,22.3,18.5,25.2,92.3,4.5,1.4,,,.2,4.17
95,철원,2022-06-24,23.6,21.7,27.3,4.2,4.7,2.7,79,96.1,7.8,18.26
95,철원,2022-06-25,24.9,20.3,30.1,,4.5,2.2,64,90.5,8.6,19.36
95,철원,2022-06-26,23.8,19.8,26,5.5,6.1,1.5,,,.1,2.19
95,철원,2022-06-27,25.2,22.9,27.5,25.8,4.5,1.8,,,1.5,6.28
95,철원,2022-06-28,25,24.1,26.6,17.9,6.3,3.8,76,89.6,0,1.88
95,철원,2022-06-29,24.3,23.5,25.7,101.1,7.1,2.8,87,95.9,.2,3.35
95,철원,2022-06-30,21.5,19.9,24,144.1,3.8,1.1,91,98.5,0,1.64
95,철원,2022-07-01,26.1,20.4,30.9,1.8,3.9,1.5,57,82.4,8.8,25.71
95,철원,2022-07-02,26.1,21,31.6,,2.8,1,55,81.8,12,28.5
95,철원,2022-07-03,26.8,21.3,32.3,,3.2,1,49,78.9,11.7,28.38
95,철원,2022-07-04,27,22,31.6,0,3.3,1,58,81.5,9.4,21.63
95,철원,2022-07-05,26,23.5,32.9,1,4,1,58,86.3,6.5,18.11
95,철원,2022-07-06,26.8,22.1,30.8,0,2,.8,72,86.6,6.7,15.63
95,철원,2022-07-07,26.6,23.9,30,23.4,3.4,1.3,69,90.1,.8,8.39
95,철원,2022-07-08,23.7,23.1,25.6,3.1,3.5,1.3,87,94.8,.4,5.13
95,철원,2022-07-09,26.3,22.8,30.5,.3,2,.8,64,85.8,8.1,18.35
95,철원,2022-07-10,26.8,21.9,32.7,10.7,5.5,1,48,81.6,8.6,24.87
95,철원,2022-07-11,24.1,21.2,27.9,.6,5.1,1.8,66,84.8,8.1,16.4
95,철원,2022-07-12,24.5,18.8,28.7,,3.6,1.6,60,80.3,8.3,18.59
95,철원,2022-07-13,22.5,20.9,23.8,40.4,2.4,.9,86,96.8,0,2.53
95,철원,2022-07-14,24.6,20.6,29.3,1.6,3.4,2,61,83.6,8.5,23.12
95,철원,2022-07-15,23.3,19.5,29.5,20.9,5.6,1,57,87,7,22.45
95,철원,2022-07-16,22.9,20.5,27.3,1.2,2.6,.9,67,90.5,5.1,13.94
95,철원,2022-07-17,23.3,20.2,28.2,2.6,3.1,.9,63,90.1,4.9,13.78
95,철원,2022-07-18,25.5,21,30.4,,2.7,.8,51,81.1,10.5,24.87
95,철원,2022-07-19,26.2,22.7,30.3,,3.5,1.4,53,81.3,10,23.67
95,철원,2022-07-20,25.2,22.5,28.9,1.9,2.8,1.1,59,84.8,5.2,14.43
95,철원,2022-07-21,21.1,19.1,25.4,31.9,3.8,1.9,77,94.9,2.4,8.39
95,철원,2022-07-22,24.2,20.5,29.3,,2.9,.9,57,84.1,8.6,18.78
95,철원,2022-07-23,23.2,20.1,27.7,21.5,2.5,.9,63,89.9,4.6,13.27
95,철원,2022-07-24,23.3,20.7,27.6,4.9,3.7,1,75,90.8,3.7,10.86
95,철원,2022-07-25,25.3,19.8,31,,2.3,.8,53,80.3,13.1,28.54
95,철원,2022-07-26,26.3,20.7,32.2,,2.9,1,57,83.6,11.6,24.75
95,철원,2022-07-27,26.8,22.8,32.5,,2.5,1,47,78.8,9.4,19.59
95,철원,2022-07-28,27,20.9,32.8,,2.8,1,47,77,12,24.88
95,철원,2022-07-29,28.3,22.8,33.8,,2.3,1,49,77.3,11.2,27.37
95,철원,2022-07-30,27.5,23.1,34.5,4.7,4.9,1.4,52,82,10.3,24.01
95,철원,2022-07-31,24.9,23.6,26.8,75.1,3.6,1.2,86,96.4,0,4.25
95,철원,2022-08-01,26.5,23.9,32,62.3,2.7,.9,65,91.1,4.7,12.03
95,철원,2022-08-02,25.6,24.5,27.7,30.6,3,1,84,95.6,.4,5.63
95,철원,2022-08-03,26.5,24.6,28.8,4.1,3.2,1.6,79,91.3,2.5,10.6
95,철원,2022-08-04,27.4,24.9,31.3,1.1,2.5,1.5,66,84.6,7.5,18.37
95,철원,2022-08-05,27.5,24.4,31.9,.5,3.3,1.2,67,86.4,7.3,19.87
95,철원,2022-08-06,26.6,25.1,30.4,4.1,2.1,.9,76,93.4,2.4,7.67
95,철원,2022-08-07,26.9,24.3,29.8,7.8,4.3,1.1,77,90.3,1.8,7.69
95,철원,2022-08-08,25.7,24.5,27.4,119.9,3.8,2,86,95.1,0,2.03
95,철원,2022-08-09,23.6,20.5,26.8,75.2,4.2,1.3,90,97.1,0,2.93
95,철원,2022-08-10,24.3,19.1,29.8,.2,2.7,1.1,49,84.4,10,25.42
95,철원,2022-08-11,24.9,22.1,29.5,1.9,2.8,1.1,63,87,8.9,19.87
95,철원,2022-08-12,25.2,20.7,30.7,,2.1,.9,50,79.5,10.9,26.09
95,철원,2022-08-13,22.9,20.5,25.7,2.9,2.1,.7,83,95.8,.9,5.96
95,철원,2022-08-14,25.8,22,30.2,18.4,2.3,.9,66,89.9,5.9,15.75
95,철원,2022-08-15,26.5,25.4,28.4,27.7,5.5,3.2,80,89.4,.1,3.56
95,철원,2022-08-16,25.6,21.4,29.7,,4.2,1.6,54,79.3,10.6,25.82
95,철원,2022-08-17,23.4,19.6,30.1,18.1,5.7,1.2,57,87.1,9.1,20.55
95,철원,2022-08-18,23.7,18.6,29.3,,2.8,.8,58,84.6,7.5,20.12
95,철원,2022-08-19,24.3,21.2,26.4,16.1,3.4,1.4,72,90.8,1.1,6.88
95,철원,2022-08-20,27,22.2,32.2,.1,3.4,1.3,56,83.3,10.2,19.46
95,철원,2022-08-21,24.9,19.7,30.8,,2.3,.9,53,82,12,26.22
95,철원,2022-08-22,23.9,20.6,28.5,.3,2.9,1,65,86.4,3.7,10.72
95,철원,2022-08-23,23.7,18.8,29.1,.4,3,1.1,52,81.3,9.9,24.32
95,철원,2022-08-24,22.8,16.5,28.1,,3.5,1.1,50,72.8,6.7,17.51
95,철원,2022-08-25,21,19.3,23.5,.6,2.8,1,61,87.3,1.6,7.11
95,철원,2022-08-26,23,18.4,28.5,,3.4,1.2,48,78.1,8.7,20.4
95,철원,2022-08-27,18.9,13.6,23.6,14.2,5.1,1.5,43,73.1,12,26.35
95,철원,2022-08-28,19.1,11,26.5,,2.6,.9,42,77.4,10.4,24.73
95,철원,2022-08-29,18.9,17.4,22.1,.7,2.3,.7,53,88.6,1.6,6.53
95,철원,2022-08-30,17.9,16.6,19,13.2,4,1.4,90,96.4,0,3.33
95,철원,2022-08-31,20.3,16.4,25.4,,4.2,2,62,85,7.9,12.35
95,철원,2022-09-01,20.9,13.8,28.6,,2.4,1,43,80.4,11.3,24.79
95,철원,2022-09-02,22.2,14.8,29.1,,4.4,1.8,38,68.4,11.9,24.77
95,철원,2022-09-03,21.8,14.2,28.2,,3.7,1.6,48,69.1,10.1,20.36
95,철원,2022-09-04,20.7,18.5,22.8,61.5,3.9,1.7,67,91.3,0,2.58
95,철원,2022-09-05,18.1,16.9,22,131.5,4.2,2.1,92,97,0,1.4
95,철원,2022-09-06,20.2,16.5,25.5,22.2,5.5,2.8,37,75.4,7.8,17.61
95,철원,2022-09-07,19.6,13.3,26.2,,3.5,1.2,33,75,11.8,24.27
95,철원,2022-09-08,20,12.7,28,,1.9,.7,48,80.8,11.3,23.56
95,철원,2022-09-09,20.2,13.4,29.1,,3.4,1,37,76.4,11.3,20.95
95,철원,2022-09-10,20.8,13.4,28.7,,4.6,1.8,37,67.3,8.8,18.75
95,철원,2022-09-11,21.1,18.4,24.6,0,3.2,1.2,65,82.6,1.2,7.8
95,철원,2022-09-12,21.6,17.2,26.5,,1.8,.7,58,85,8.3,15.22
95,철원,2022-09-13,22.1,17.5,27.3,,4,1.9,62,82.1,4.6,10.31
95,철원,2022-09-14,22.5,20,26,0,5.7,3.5,46,64.3,4.2,8.64
95,철원,2022-09-15,22.7,19.8,27.7,,4.1,2.5,53,76.3,6.4,12.64
95,철원,2022-09-16,23.6,19.1,29.4,24.3,3.1,.9,62,86,3.5,10.38
95,철원,2022-09-17,23.6,20.6,28.4,14.6,2,.8,67,91.1,5.6,11.67
95,철원,2022-09-18,24.8,20.2,31.6,,4.7,2,54,81.9,8.8,19.29
95,철원,2022-09-19,21.3,14.7,24.7,,6.9,3.3,53,72,8.8,17.75
95,철원,2022-09-20,16.5,11.2,22.5,,4.2,1.2,37,73.3,9.1,19.17
95,철원,2022-09-21,15.2,8,23.5,,2.7,.8,28,73,11,22.07
95,철원,2022-09-22,16.1,7.9,23.4,,2.8,.8,40,76.3,10.2,20.61
95,철원,2022-09-23,14.3,9.2,21.3,3.3,5.5,1.5,39,80.3,8.4,14.52
95,철원,2022-09-24,14.3,6.9,22.4,,3.4,.9,35,73.9,9.4,20.69
95,철원,2022-09-25,15.1,8.6,23.4,,3.9,.8,33,74.3,7.9,18.12
95,철원,2022-09-26,15.8,8.5,24.4,,2.1,.6,33,75.9,9.6,19.62
95,철원,2022-09-27,16.8,8.4,27.1,,1.5,.6,35,76.9,10.5,20.82
95,철원,2022-09-28,16.6,10.5,25,,2,.6,40,84.6,7.3,15.01
95,철원,2022-09-29,16.7,11.5,25.2,,2,.7,42,83.5,7.8,17.6
95,철원,2022-09-30,16.4,8.9,25.8,,2.2,.7,36,80.9,9.4,19.56
95,철원,2022-10-01,17.1,8.9,26.3,,2.1,.6,39,78.9,9.2,18.15
95,철원,2022-10-02,16.9,14.1,21,18,4.8,1.3,70,90.3,0,3.95
95,철원,2022-10-03,18.5,14.9,22.7,109.5,4.7,1,94,98.6,0,2.46
95,철원,2022-10-04,16.5,13.2,21.7,11.6,3.7,1.7,91,97.5,0,3.21
95,철원,2022-10-05,13.9,11.6,18.1,,4.6,2.8,63,80,5,9.85
95,철원,2022-10-06,13.6,9.9,17.4,.1,3.6,2.3,61,78.6,3.2,8.14
95,철원,2022-10-07,12.4,8.3,17.5,,3.6,1.8,55,81.4,7.6,12.4
95,철원,2022-10-08,11.9,5.8,19.6,,2,.6,44,80.5,9.8,16.15
95,철원,2022-10-09,10.9,9.2,12.7,18.8,4.1,.6,82,94,0,2.68
95,철원,2022-10-10,7.4,6,10.6,2.8,5,2.3,66,81.4,1.4,4.84
95,철원,2022-10-11,8.7,4.8,15,,2.9,1.1,48,77.1,8,15.97
95,철원,2022-10-12,10.1,2.6,20.1,,1.5,.5,39,83.1,9,17.54
95,철원,2022-10-13,12.5,5.1,21,,2.1,.7,45,81.9,9.8,17.2
95,철원,2022-10-14,13.7,7.5,21.3,,2.3,.6,42,84,7.8,12.81
95,철원,2022-10-15,14.6,8.1,23,,1.9,.6,39,83.3,8,15.52
95,철원,2022-10-16,12.6,10.1,17,1.3,2.4,.5,77,94.6,1,4.48
95,철원,2022-10-17,9.3,2.6,13.8,,4.2,1.4,23,57.9,9.8,17.51
95,철원,2022-10-18,5.3,-.4,13.1,,2.6,.7,29,76,9.7,16.6
95,철원,2022-10-19,6,-1.3,15.5,,2.2,.6,25,72.1,9.7,16.68
95,철원,2022-10-20,9.2,.2,19,,2.4,.6,27,75.4,9.5,15.78
95,철원,2022-10-21,9.9,3.5,18.5,,3.5,.8,16,73.8,8.8,13.38
95,철원,2022-10-22,12.6,5.2,19.1,0,3.3,1,52,81.3,8.1,13.47
95,철원,2022-10-23,11.9,4.6,18.2,,3.7,1.3,25,68.6,8.5,13.56
95,철원,2022-10-24,7.5,1.2,14.8,,3,1.1,30,69,9.1,14.35
95,철원,2022-10-25,7.5,.7,16,,4,.9,32,73.1,9.2,15.4
95,철원,2022-10-26,8.5,.7,17.7,,2.5,.6,31,73.9,8.1,13.6
95,철원,2022-10-27,9.4,2.8,18.5,,2.5,.6,43,79,7.6,13.02
95,철원,2022-10-28,11,2.7,19.8,,3.5,.8,37,74.9,8.8,15.27
95,철원,2022-10-29,10.6,3.9,19.3,,2.1,.6,34,77,8.9,14.22
95,철원,2022-10-30,10.8,3.6,19.5,,2.4,.6,35,76.6,8.6,14.11
95,철원,2022-10-31,11.1,5.1,18.3,,2.6,.6,45,80,7.4,11.11
95,철원,2022-11-01,9.2,3.5,17.1,,3.7,.8,30,81.3,7.5,11.43
95,철원,2022-11-02,7,-.8,16.9,,2.6,.7,19,63.6,8.8,14.38
95,철원,2022-11-03,5.9,1.4,10.9,0,2.6,.7,48,69.1,0,3.4
95,철원,2022-11-04,1.4,-3.8,8.3,,2.3,.7,18,60.9,8.7,14.57
95,철원,2022-11-05,2.6,-5.7,12,,2.4,.7,19,59.8,8.7,14.36
95,철원,2022-11-06,5.4,-2.2,14.3,,2.7,.6,33,71,8.6,13.47
95,철원,2022-11-07,7.2,.3,14.4,1.1,2.7,.7,40,83.1,5.1,7.32
95,철원,2022-11-08,7.5,2.8,15.1,.1,2.2,.6,36,89.9,5.4,9.05
95,철원,2022-11-09,7.8,-.5,14.1,,1.9,.7,60,84.9,5.3,8.18
95,철원,2022-11-10,11.3,6.7,17,,2.7,.8,59,84.3,5.9,8.97
95,철원,2022-11-11,11.2,4.8,20.6,,2.3,.5,38,76.8,8.4,11.28
95,철원,2022-11-12,13.6,5.2,20.5,37.1,5.3,1.4,48,84.4,2.9,6.17
95,철원,2022-11-13,9.5,7.7,17.2,1.1,4.1,1.2,83,95.9,.1,1.55
95,철원,2022-11-14,7.5,1.3,13.1,,3.3,1.1,41,84.6,5.5,8.22
95,철원,2022-11-15,4.8,-1.2,11.8,4.7,4.6,.8,59,88.4,6.1,8.37
95,철원,2022-11-16,5.9,3.3,11.3,.1,2.3,.7,42,86.8,5.3,8.88
95,철원,2022-11-17,6.4,1.7,14.8,,2,.5,38,81.5,7.8,10.81
95,철원,2022-11-18,6.7,-.6,16,,3,.6,45,83.4,8.1,11.3
95,철원,2022-11-19,7.8,.9,17.7,,1.7,.5,30,78,7.9,10.25
95,철원,2022-11-20,8.5,2,17.5,,1.5,.5,42,81.4,8.1,10.77
95,철원,2022-11-21,7,2.7,12.9,0,2.3,.6,66,88.3,2.3,4.17
95,철원,2022-11-22,7.5,2.2,13.4,0,1.5,.5,51,84.6,5,6.92
95,철원,2022-11-23,8.2,.9,14.5,.9,2.4,.8,33,79.6,7,9.97
95,철원,2022-11-24,4.8,-.2,12.6,,2,.6,51,83.6,7.5,9.6
95,철원,2022-11-25,10.5,2.2,15.8,3.7,5.7,2.3,44,73.9,5.5,7.67
95,철원,2022-11-26,4.7,-3.3,12.3,,4.3,1.8,17,54.5,7.9,10.84
95,철원,2022-11-27,1.7,-4.6,10.8,,1.5,.5,23,65.9,7.2,10
95,철원,2022-11-28,8.3,-.9,14.3,31.7,2.8,.9,67,90.6,.9,2.95
95,철원,2022-11-29,6.2,-2.5,13.5,4.7,4.2,1.8,34,69.1,3.6,5.3
95,철원,2022-11-30,-6.9,-9.7,-2.5,,5.2,2.5,26,41.4,8.2,11.31
95,철원,2022-12-01,-7.5,-12,-2.5,,3.3,1.2,29,54,8.2,10.43
95,철원,2022-12-02,-6.6,-12.9,-.3,,1.7,.6,21,62.1,8.2,12.01
95,철원,2022-12-03,-.6,-5.6,3.6,.9,4.4,.9,37,79.5,2,3.81
95,철원,2022-12-04,-5,-8.4,-1.8,,3.9,.9,26,45.5,5.7,6.96
95,철원,2022-12-05,-5.3,-11.8,0,,3.2,.8,26,55.9,8.1,10.98
95,철원,2022-12-06,-2.8,-8.5,2,,3.5,.9,52,76.8,3.5,5.73
95,철원,2022-12-07,.6,-6.5,7.2,,4.4,1.5,36,69.6,8.1,9.1
95,철원,2022-12-08,-.8,-6.4,7,,2.3,.5,18,68.3,8.2,10.93
95,철원,2022-12-09,.1,-4.4,7.7,,2.1,.5,47,77.8,4.8,6.09
95,철원,2022-12-10,-2,-6.9,5.6,,2.4,.5,24,72.1,6.5,7.84
95,철원,2022-12-11,-2.6,-7.9,6,,1.6,.4,32,72,8.2,10.78
95,철원,2022-12-12,-1.6,-8,4.7,.7,2.6,.9,55,85.9,3.7,5.48
95,철원,2022-12-13,-1.9,-9.4,1.8,2,7.4,2.6,42,63.3,2.9,5.32
95,철원,2022-12-14,-11.3,-14.3,-7.6,,4.9,1.7,29,49.4,8.1,10.26
95,철원,2022-12-15,-8.8,-13.8,-4,1.3,3.6,.7,76,89.3,0,1.98
95,철원,2022-12-16,-11.2,-17.9,-4.7,,1.8,.5,44,76.3,8.1,4.98
95,철원,2022-12-17,-11.6,-16.4,-5.3,,4.7,1.2,22,64.3,6.9,7.13
95,철원,2022-12-18,-14.1,-19.4,-8.1,,4.5,1.2,29,60.5,8.2,11.1
95,철원,2022-12-19,-12.6,-19.7,-4.5,,2.5,.7,31,66.4,8.1,10.35
95,철원,2022-12-20,-8.4,-18.5,.3,,1.1,.3,40,72.4,7.9,10.22
95,철원,2022-12-21,-2.2,-5,.8,3.1,4.4,.7,62,89,.2,.62
95,철원,2022-12-22,-10.2,-13,-4.5,,4.8,2,45,64.9,5.3,6.88
95,철원,2022-12-23,-14.5,-17.8,-11.6,,5,2.1,45,56.8,7.7,8.97
95,철원,2022-12-24,-13.8,-20.4,-5.1,,1.2,.4,39,73.9,8,11
95,철원,2022-12-25,-12,-19,-2.4,,1.3,.4,50,79.8,8.1,10.51
95,철원,2022-12-26,-10.9,-17.7,-1.5,,1.1,.3,50,83.3,7.7,8.07
95,철원,2022-12-27,-9.5,-16.9,1.1,,1.8,.4,41,79.5,8.1,10.39
95,철원,2022-12-28,-6.7,-13.1,-2.3,0,4.7,1.3,31,61.3,8.2,10.13
95,철원,2022-12-29,-7.4,-16.7,-.7,0,2.2,.7,32,65.3,8.2,10.98
95,철원,2022-12-30,-6.2,-12.1,.2,.1,2.5,.6,37,76.5,8.2,10.47
95,철원,2022-12-31,-4.8,-15,1.3,,3,1,56,77,2,5.57
95,철원,2023-01-01,-4,-11.5,1.9,,3.2,1.1,21.6,60,8.2,10.57
95,철원,2023-01-02,-10.2,-15.7,-2.4,,2.1,.6,29.4,67,8.2,11.48
95,철원,2023-01-03,-10.6,-18,-1.7,,2.4,.5,25.6,67,8.2,11.69
95,철원,2023-01-04,-9.6,-17.6,.7,,2,.4,23.2,67,8.2,10.94
95,철원,2023-01-05,-7.7,-15.6,2.8,,1.5,.3,23,67,8.2,10.96
95,철원,2023-01-06,-3.5,-12,3.2,4.2,2.2,.5,51,76.8,4,6.42
95,철원,2023-01-07,-1.8,-10.3,1.4,2.8,2.1,.7,75,92,.2,.4
95,철원,2023-01-08,-4.6,-12.2,2,,1.1,.3,67,91.5,6.6,5.5
95,철원,2023-01-09,-1.1,-8.1,5.2,,2.4,.7,43,81,7.9,10.18
95,철원,2023-01-10,-5.3,-12.7,5.5,,1.3,.4,43,82.5,8.1,11.57
95,철원,2023-01-11,-4.2,-11.7,6.5,,2.8,.5,22,76.9,8.1,10.5
95,철원,2023-01-12,-1.7,-9.1,9.7,,1.1,.3,25,72.8,8.2,10.59
95,철원,2023-01-13,2.6,-2.7,5.1,28.9,1.5,.5,76,99.6,0,1.49
95,철원,2023-01-14,2.8,.5,5.2,1.1,4.8,2.7,84,93.9,0,1.36
95,철원,2023-01-15,-1.1,-4.1,.7,2.5,4.1,1.8,87,94.3,0,1.89
95,철원,2023-01-16,-6.5,-10.8,-3.4,0,2.2,1,52,79.3,7,10.18
95,철원,2023-01-17,-7.5,-11.7,-3.4,,1.8,.6,60,84.3,2.7,5.3
95,철원,2023-01-18,-6.2,-10.4,-.2,,2.1,.6,35,80.5,6.7,10.18
95,철원,2023-01-19,-4,-11.8,1.8,2.4,4.3,1.1,50,80.5,5.5,8.64
95,철원,2023-01-20,-6.3,-15.3,1.8,.2,4.3,2,26,54.6,8,11.68
95,철원,2023-01-21,-10.4,-19.2,-1.7,,1.7,.5,20,70.4,8.2,12.42
95,철원,2023-01-22,-3.7,-9.7,.5,0,1.4,.5,68,85,3,5.28
95,철원,2023-01-23,-2.7,-9.2,2.4,0,3.8,1.3,39,73,6.6,9.8
95,철원,2023-01-24,-16.6,-19.6,-9.2,,5,2.6,37,49.4,8.2,12.22
95,철원,2023-01-25,-15.3,-21.9,-8.6,,3.1,.8,27,60.6,8.2,12.93
95,철원,2023-01-26,-8.5,-13.7,-4.7,0,1.8,.5,67,81.9,.3,4.32
95,철원,2023-01-27,-10.7,-15.6,-5,0,4.9,1.4,29,63.6,6.5,11.03
95,철원,2023-01-28,-9.9,-17.6,-3.2,,4,1.1,32,60.5,8.1,12.64
95,철원,2023-01-29,-6.3,-15.6,1.5,.1,4.4,1.1,52,73.5,5.3,9.59
95,철원,2023-01-30,-5.7,-13,2.3,,4.1,.8,25,68.3,8.6,12.97
95,철원,2023-01-31,-.5,-10.1,5.3,,3.2,1.3,57,74,.1,2.59
95,철원,2023-02-01,-1.2,-6.5,4.5,,4.3,1.3,34,71,6.5,11.14
95,철원,2023-02-02,-6,-11.3,.3,,1.7,.6,32,68.4,8.1,10.6
95,철원,2023-02-03,-4.2,-9,2,,2.4,.8,20,57.8,8.5,12.93
95,철원,2023-02-04,-4.6,-11.9,3.3,,3.4,.9,28,66.8,8,12.57
95,철원,2023-02-05,-2.9,-11.4,5.2,,3.3,.8,42,76,8.4,11.86
95,철원,2023-02-06,-1.3,-7.1,6.3,,2,.5,53,83.6,6.3,9.56
95,철원,2023-02-07,-.3,-6.8,7.8,,3.7,.6,40,78.5,8,10.4
95,철원,2023-02-08,-1.1,-6.9,6.9,,2.9,.7,26,66.3,8.7,13.47
95,철원,2023-02-09,.2,-8.2,8.3,,4.1,1.5,23,62.5,7.8,12.39
95,철원,2023-02-10,.8,-3.3,5.3,0,2.1,.5,62,89,2.6,5.96
95,철원,2023-02-11,-1.1,-6.1,6.2,,1.6,.5,53,85.1,7.4,8.85
95,철원,2023-02-12,.6,-5.8,6.1,,5,1.3,54,81.5,1.4,5.88
95,철원,2023-02-13,2.8,-2.3,6.7,,4.2,2.6,60,76.9,3,6.86
95,철원,2023-02-14,-1,-5.3,4.9,,4.5,1.5,33,66,8.4,14.48
95,철원,2023-02-15,0,-4,6.2,,3.5,1.7,35,57.4,8.6,13.81
95,철원,2023-02-16,-1.1,-4.8,4.1,0,4.3,.9,51,76.5,4.1,7.61
95,철원,2023-02-17,-.6,-7,7,,2,.6,40,74.3,8.4,12.67
95,철원,2023-02-18,1.4,-3,4.9,,1.1,.3,57,77.3,0,2.59
95,철원,2023-02-19,1.8,-2.5,4.9,0,5,2,24,55.3,7.1,13.57
95,철원,2023-02-20,-2.4,-7.2,1.8,,4.8,1.8,19,43.9,9.6,16.62
95,철원,2023-02-21,-4.3,-11,3,,3,.8,22,56.1,9.7,17.2
95,철원,2023-02-22,-1.9,-10.4,6.3,,2.9,.9,22,57.1,9.3,16.02
95,철원,2023-02-23,1.5,-6,8.4,,3,1,33,63.6,9.5,14.77
95,철원,2023-02-24,.9,-4.7,7.2,,4.3,1.1,18,61.6,9.4,16.2
95,철원,2023-02-25,-2,-8.2,5.1,,3.6,.8,22,55.5,9.7,17.26
95,철원,2023-02-26,-1.1,-8.9,8.3,,2.3,.6,21,56.8,9.7,17.53
95,철원,2023-02-27,1.5,-7.5,10.9,,3.4,.9,16,56.6,9.7,18.01
95,철원,2023-02-28,1.2,-6.7,7.7,,3.5,1.1,52,72.9,5.2,10.5
95,철원,2023-03-01,3.5,-.1,8.8,,5.4,1.7,23,55.3,5.3,9.85
95,철원,2023-03-02,.4,-5.9,5.7,,3.1,1.3,17,35.8,10,17.98
95,철원,2023-03-03,.7,-6.4,9,,3.3,1,47,71,6.5,13.31
95,철원,2023-03-04,4.3,-2.3,13.9,,1.6,.6,36,72.6,8.7,14.75
95,철원,2023-03-05,5.1,-3.6,14.7,,2.9,1,20,59.4,9.8,16.03
95,철원,2023-03-06,4.5,-4.8,15.3,,3.1,1,17,51.6,10,17.1
95,철원,2023-03-07,7.8,-2,17.1,0,3.1,1,37,66.9,7.1,14.39
