일시,시도,시·군·구,화재유형,발화열원대분류,발화열원소분류,발화요인대분류,발화요인소분류,최초착화물대분류,최초착화물소분류,인명피해(명)소계,사망,부상,재산피해소계,장소대분류,장소중분류,장소소분류
2022-01-01 20:02,충청북도,청주시 상당구,임야,"폭발물, 폭죽",폭죽,부주의,폭죽놀이,"종이,목재,건초등","풀, 나뭇잎",0,0,0,0,임야,들불,숲
2022-01-01 20:27,강원특별자치도,동해시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자","콘센트, 스위치류",0,0,0,50,주거,공동주택,연립주택
2022-01-01 20:34,충청북도,옥천군,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,기계적 요인,기타(기계적요인),"종이,목재,건초등",종이,0,0,0,758,기타서비스,기타건축물,기타 건축물
2022-01-01 20:39,서울특별시,동대문구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,55,주거,공동주택,다세대주택
2022-01-01 20:40,서울특별시,마포구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,2237,기타서비스,기타건축물,공중화장실
2022-01-01 21:01,부산광역시,연제구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,음식물,0,0,0,0,주거,공동주택,아파트
2022-01-01 21:07,경기도,화성시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",전기적 요인,기타(전기적요인),합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,16,주거,공동주택,아파트
2022-01-01 21:15,서울특별시,노원구,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,반단선,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,462,"자동차,철도차량",자동차,승용자동차
2022-01-01 22:11,경기도,용인시처인구,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,음식물 조리중,식품,음식물,0,0,0,1158,생활서비스,음식점,"치킨,족발"
2022-01-01 22:30,전라남도,곡성군,"건축,구조물",기타,기타,전기적 요인,미확인단락,기타,기타,0,0,0,115,기타서비스,기타건축물,기타 건축물
2022-01-01 22:38,전라남도,영광군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자",전선피복,0,0,0,6024,산업시설,창고시설,"창고, 물품저장소"
2022-01-01 22:44,경상남도,합천군,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,8280,산업시설,공장시설,그 밖의 공업
2022-01-01 23:09,울산광역시,중구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,1,기타,야외,쓰레기
2022-01-01 23:41,경상북도,포항시남구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,6610,생활서비스,일상서비스,기타 일상서비스
2022-01-02 00:19,충청북도,증평군,"건축,구조물","마찰, 전도, 복사","기타(마찰,전도,복사)",기타,기타,"종이,목재,건초등",나무,0,0,0,2292,주거,단독주택,단독주택
2022-01-02 00:24,전북특별자치도,임실군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자","콘센트, 스위치류",0,0,0,1808,기타서비스,기타건축물,기타 건축물
2022-01-02 00:54,경기도,부천시,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",부주의,가연물 근접방치,식품,기타(식품),0,0,0,1427,생활서비스,음식점,"치킨,족발"
2022-01-02 01:11,서울특별시,강남구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,재활용,0,0,0,268,주거,공동주택,다세대주택
2022-01-02 01:46,부산광역시,연제구,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,1028,산업시설,창고시설,"창고, 물품저장소"
2022-01-02 01:52,부산광역시,사상구,"자동차,철도차량",작동기기,"불꽃, 스파크, 정전기",교통사고,교통사고,"자동차,철도차량,선박,항공기",휘발유,1,0,1,20443,"자동차,철도차량",자동차,승용자동차
2022-01-02 02:04,전라남도,구례군,임야,"불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎",0,0,0,550,임야,들불,숲
2022-01-02 03:01,경상북도,포항시북구,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",기계적 요인,"과열, 과부하","전기,전자","기타(전기,전자)",0,0,0,185471,"판매,업무시설",판매시설,상가빌딩
2022-01-02 03:26,경기도,이천시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,347,"판매,업무시설",숙박시설,여관
2022-01-02 04:50,울산광역시,남구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",전기적 요인,"압착,손상에 의한 단락",합성수지,"플라스틱, PVC, 비닐, 장판",1,0,1,297,주거,공동주택,아파트
2022-01-02 05:10,충청남도,논산시,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,"불씨,불꽃,화원방치",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,163,주거,공동주택,아파트
2022-01-02 05:14,부산광역시,금정구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,"기기(전기, 기계 등) 사용.설치부주의","침구,직물류","기타(침구,직물류)",0,0,0,108,주거,단독주택,단독주택
2022-01-02 05:29,경기도,안양시동안구,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,0,0,0,29,"판매,업무시설",일반업무,오피스텔
2022-01-02 05:35,광주광역시,서구,"건축,구조물",미상,미상,미상,미상,기타,기타,0,0,0,6484,"판매,업무시설",일반업무,오피스텔
2022-01-02 05:58,경기도,용인시기흥구,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치",쓰레기류,쓰레기,0,0,0,3837,운수자동차시설,자동차시설,기타 자동차시설
2022-01-02 05:58,경기도,포천시,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,1,0,1,8202,생활서비스,음식점,한식
2022-01-02 06:09,서울특별시,성동구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,음식물,0,0,0,1,주거,공동주택,다세대주택
2022-01-02 08:01,경기도,고양시덕양구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,10271,주거,기타주택,비닐하우스
2022-01-02 08:18,경상북도,군위군,임야,작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하","종이,목재,건초등",건초,0,0,0,8479,임야,산불,국유림
2022-01-02 08:41,경상남도,창녕군,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,"기기(전기, 기계 등) 사용.설치부주의",합성수지,기타(합성수지),0,0,0,2153,주거,단독주택,단독주택
2022-01-02 08:45,강원특별자치도,인제군,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,가연물 근접방치,"종이,목재,건초등","기타(종이,목재,건초등)",0,0,0,4330,주거,단독주택,단독주택
2022-01-02 08:53,경상남도,거창군,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",건초,0,0,0,66,기타,도로,기타도로
2022-01-02 09:00,전라남도,해남군,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하","전기,전자","작동장치(모터, 히터, 램프 등)",0,0,0,398,산업시설,동식물시설,농예용 온실
2022-01-02 09:11,경상남도,창원시 마산회원구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,"기기(전기, 기계 등) 사용.설치부주의","전기,전자","전기, 전자기기 케이스",0,0,0,119,생활서비스,음식점,횟집
2022-01-02 09:27,서울특별시,서대문구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"종이,목재,건초등","목재, 합판",0,0,0,256,주거,단독주택,단독주택
2022-01-02 09:44,서울특별시,도봉구,기타(쓰레기 화재등),"담뱃불, 라이터불","라이터불, 성냥불",부주의,쓰레기 소각,쓰레기류,재활용,0,0,0,61,기타,야외,쓰레기
2022-01-02 09:57,전라남도,광양시,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",합성수지,기타(합성수지),0,0,0,2970,산업시설,창고시설,"창고, 물품저장소"
2022-01-02 10:00,전북특별자치도,진안군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,126,"의료,복지시설",노유자시설,노인복지시설
2022-01-02 10:02,서울특별시,동작구,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",부주의,음식물 조리중,식품,음식물,0,0,0,14,주거,단독주택,다가구주택
2022-01-02 10:22,인천광역시,미추홀구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"침구,직물류","이불(베개,시트)",0,0,0,345,"판매,업무시설",숙박시설,모텔
2022-01-02 10:44,부산광역시,서구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,0,기타,야외,기타야외
2022-01-02 10:47,경상북도,김천시,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,음식물 조리중,"종이,목재,건초등","기타(종이,목재,건초등)",0,0,0,3227,주거,단독주택,단독주택
2022-01-02 10:56,경상남도,창원시 성산구,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,"불씨,불꽃,화원방치",미상,미상,0,0,0,2648,주거,기타주택,비닐하우스
2022-01-02 11:00,경기도,김포시,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,"불씨,불꽃,화원방치","침구,직물류",부직포,0,0,0,3212,산업시설,공장시설,금속기계 및 기구공업
2022-01-02 11:02,강원특별자치도,고성군,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,0,0,0,221,"자동차,철도차량",자동차,화물자동차
2022-01-02 11:06,서울특별시,송파구,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",부주의,가연물 근접방치,"종이,목재,건초등","기타(종이,목재,건초등)",0,0,0,74,주거,공동주택,다세대주택
2022-01-02 11:15,경상북도,예천군,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,가연물 근접방치,"종이,목재,건초등","목재, 합판",0,0,0,447,주거,단독주택,단독주택
2022-01-02 11:24,제주특별자치도,서귀포시,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,재활용,0,0,0,91,생활서비스,음식점,한식
2022-01-02 11:52,경상북도,경산시,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,"불씨,불꽃,화원방치","종이,목재,건초등",종이,0,0,0,300,주거,단독주택,단독주택
2022-01-02 12:02,경기도,부천시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,36,"판매,업무시설",판매시설,상가빌딩
2022-01-02 12:08,충청남도,논산시,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,84,기타,야외,기타야외
2022-01-02 12:52,경상북도,포항시남구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,300,주거,단독주택,단독주택
2022-01-02 13:11,부산광역시,금정구,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,26437,"판매,업무시설",판매시설,기타 판매시설
2022-01-02 13:13,인천광역시,서구,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,1349,기타서비스,기타건축물,기타 건축물
2022-01-02 13:35,전라남도,순천시,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등",건초,0,0,0,1,기타,야외,쓰레기
2022-01-02 13:37,경기도,연천군,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,기타(부주의),합성수지,발포폴리스티렌,0,0,0,3203,주거,단독주택,단독주택
2022-01-02 13:48,경상남도,함안군,기타(쓰레기 화재등),작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하","전기,전자","전기, 전자기기 내부배선",0,0,0,0,기타,야외,기타야외
2022-01-02 13:59,경기도,화성시,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,음식물 조리중,기타,기타,0,0,0,2436,생활서비스,음식점,한식
2022-01-02 14:07,경상북도,청도군,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",건초,0,0,0,103,기타,야외,기타야외
2022-01-02 14:08,대구광역시,달서구,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,282,주거,공동주택,아파트
2022-01-02 14:13,경기도,가평군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,262,"판매,업무시설",숙박시설,펜션
2022-01-02 14:16,경기도,광주시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하","전기,전자",전선피복,0,0,0,1354,기타서비스,기타건축물,기타 건축물
2022-01-02 14:20,경기도,여주시,기타(쓰레기 화재등),"불꽃, 불티","기타(불꽃,불티)",부주의,가연물 근접방치,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,33,기타,야외,기타야외
2022-01-02 14:24,경기도,가평군,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",합성수지,발포폴리스티렌,0,0,0,796,산업시설,창고시설,"창고, 물품저장소"
2022-01-02 14:29,전라남도,보성군,임야,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,0,0,0,4880,임야,산불,사유림
