연번,사망,부상,인명피해(명)소계,재산피해소계,화재발생년월일,시도,시군구,읍면동,화재유형,발화열원,발화열원소분류,발화요인대분류,발화요인소분류,최초착화물대분류,최초착화물소분류,장소대분류,장소중분류,장소소분류
25232,0,0,0,481,2016-07-08 09:46,경기도,가평군,설악면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",주거,단독주택,단독주택
25233,0,0,0,1417,2016-07-08 09:58,경기도,화성시,향남읍,"건축,구조물",미상(발화원인),미상,부주의,유류 취급중,위험물등,시너,산업시설,공장시설,금속기계 및 기구공업
25234,0,0,0,93,2016-07-08 10:08,서울특별시,광진구,군자동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,기타(전기적요인),"전기,전자",전선피복,"판매,업무시설",일반업무,일반회사
25235,0,0,0,161,2016-07-08 10:11,서울특별시,용산구,원효로2가,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",전기적 요인,"누전,지락",합성수지,기타(합성수지),"판매,업무시설",판매시설,기타 판매시설
25236,0,0,0,0,2016-07-08 10:14,대구광역시,달서구,장기동,"자동차,철도차량",미상(발화원인),미상,미상,미상,"자동차,철도차량,선박,항공기",방음재,"자동차,철도차량",자동차,화물자동차
25237,0,0,0,2200,2016-07-08 10:34,경기도,남양주시,화도읍,"자동차,철도차량",작동기기,"기기 전도,복사열",기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판","자동차,철도차량",자동차,승용자동차
25238,0,0,0,99,2016-07-08 10:34,경기도,의정부시,신곡동,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,"누전,지락","전기,전자",전선피복,기타,야외,기타야외
25239,0,0,0,365,2016-07-08 12:43,경기도,평택시,비전동,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자",전선피복,기타,야외,기타야외
25240,0,0,0,55,2016-07-08 12:53,경상남도,창원시 마산합포구,진동면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자",전선피복,산업시설,공장시설,그 밖의 공업
25241,0,0,0,49166,2016-07-08 13:34,강원도,정선군,정선읍,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당)
25242,0,0,0,1922,2016-07-08 13:36,전라북도,군산시,미룡동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,주거,공동주택,다세대주택
25243,0,0,0,13,2016-07-08 13:44,서울특별시,서대문구,북가좌동,"건축,구조물",작동기기,"기기 전도,복사열",부주의,음식물 조리중,식품,음식물,주거,공동주택,아파트
25244,0,0,0,1430,2016-07-08 14:00,충청북도,충주시,앙성면,"자동차,철도차량",작동기기,전기적 아크(단락),기계적 요인,"과열, 과부하",미상,미상,"자동차,철도차량",자동차,승용자동차
25245,0,0,0,3657,2016-07-08 14:17,대전광역시,동구,가양동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,주거,단독주택,단독주택
25246,0,0,0,212,2016-07-08 14:23,서울특별시,강남구,신사동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,합성수지,"플라스틱, PVC, 비닐, 장판","판매,업무시설",일반업무,일반빌딩
25247,0,0,0,0,2016-07-08 14:27,대구광역시,북구,노원동2가,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,주거,단독주택,단독주택
25248,0,0,0,0,2016-07-08 14:34,대구광역시,달성군,논공읍,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",기계적 요인,"오일,연료누설",위험물등,기계유,산업시설,공장시설,금속기계 및 기구공업
25249,0,0,0,100,2016-07-08 14:46,서울특별시,은평구,불광동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"간판,차양막등",차양막,기타서비스,기타건축물,기타 건축물
25250,0,0,0,85,2016-07-08 15:01,제주특별자치도,제주시,도두일동,"건축,구조물",미상(발화원인),미상,방화의심,방화의심,"종이,목재,건초등",종이,주거,단독주택,단독주택
25251,0,0,0,1149,2016-07-08 15:14,강원도,춘천시,후평동,기타(쓰레기 화재등),작동기기,기타(작동기기),기계적 요인,노후,미상,미상,기타,도로,변압기
25252,0,0,0,1540,2016-07-08 15:26,경상북도,의성군,봉양면,"자동차,철도차량",작동기기,"기기 전도,복사열",기계적 요인,"과열, 과부하",기타,기타,"자동차,철도차량",자동차,승용자동차
25253,0,0,0,207,2016-07-08 15:30,울산광역시,울주군,두서면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,산업시설,동식물시설,우사
25254,0,0,0,2970,2016-07-08 15:54,전라북도,익산시,낭산면,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판","자동차,철도차량",자동차,소형 승합차
25255,0,0,0,1768,2016-07-08 15:59,서울특별시,금천구,독산동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전자기기 부속품,산업시설,창고시설,기타 창고
25256,0,0,0,508,2016-07-08 16:06,충청남도,부여군,부여읍,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자",전선피복,기타,야외,기타야외
25257,0,0,0,8793,2016-07-08 16:11,서울특별시,서대문구,홍은동,"건축,구조물",작동기기,기타(작동기기),미상,미상,기타,기타,주거,공동주택,다세대주택
25258,0,0,0,110,2016-07-08 16:13,대구광역시,동구,신천동,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락","전기,전자",전선피복,"자동차,철도차량",자동차,승용자동차
25259,0,0,0,165,2016-07-08 16:14,전라북도,군산시,개정면,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"자동차,철도차량,선박,항공기",부품,"자동차,철도차량",자동차,화물자동차
25260,0,0,0,286,2016-07-08 16:45,부산광역시,사하구,괴정동,"자동차,철도차량",자연적 발화열,햇볕,자연적인 요인,자연적 재해,위험물등,도료류,"자동차,철도차량",자동차,화물자동차
25261,0,0,0,387,2016-07-08 16:47,인천광역시,남구,숭의동,"자동차,철도차량",작동기기,"기기 전도,복사열",기계적 요인,"과열, 과부하",기타,기타,"자동차,철도차량",자동차,버스
25262,0,0,0,4210,2016-07-08 16:52,강원도,영월군,영월읍,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","기타(종이,목재,건초등)",기타,야외,기타야외
25263,0,0,0,6600,2016-07-08 17:28,서울특별시,성동구,금호동1가,"자동차,철도차량",미상(발화원인),미상,미상,미상,미상,미상,"자동차,철도차량",자동차,기타 승합자동차
25264,0,0,0,45,2016-07-08 17:32,경기도,광명시,소하동,"자동차,철도차량",작동기기,"기기 전도,복사열",기계적 요인,"과열, 과부하","전기,전자",전선피복,"자동차,철도차량",자동차,버스
25265,0,0,0,654,2016-07-08 18:08,인천광역시,남구,주안동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락","전기,전자",전선피복,"판매,업무시설",일반업무,오피스텔
25266,0,0,0,36,2016-07-08 18:10,경상남도,김해시,삼계동,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,기타(부주의),기타,기타,생활서비스,음식점,한식
25267,0,0,0,110,2016-07-08 18:11,세종특별자치시,세종,조치원읍,"건축,구조물",작동기기,"기기 전도,복사열",화학적 요인,기타(화학적요인),가연성가스,기타(가연성가스),교육시설,학교,대학교
25268,0,0,0,7104,2016-07-08 18:13,전라북도,전주시덕진구,호성동1가,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,"의료,복지시설",노유자시설,어린이집
25269,0,0,0,818,2016-07-08 18:13,경기도,파주시,와동동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",기타,야외,기타야외
25270,0,0,0,411,2016-07-08 18:25,경기도,안성시,양성면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,산업시설,동식물시설,우사
25271,0,0,0,2905,2016-07-08 18:29,경기도,안산시상록구,본오동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락","전기,전자",전선피복,생활서비스,일상서비스,기타 일상서비스
25272,0,0,0,44,2016-07-08 18:41,경기도,화성시,정남면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전자기기 부속품,주거,단독주택,단독주택
25273,0,0,0,27,2016-07-08 18:50,서울특별시,용산구,도원동,"건축,구조물",작동기기,"기기 전도,복사열",기계적 요인,"오일,연료누설",가연성가스,부탄가스,주거,공동주택,아파트
25274,0,0,0,495,2016-07-08 19:14,서울특별시,서초구,양재동,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판","자동차,철도차량",자동차,승용자동차
25275,0,0,0,330,2016-07-08 19:16,충청북도,진천군,문백면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,기타(전기적요인),"전기,전자",전선피복,산업시설,공장시설,화학공업
25276,0,0,0,1337,2016-07-08 19:18,경상북도,상주시,낙동면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,합성수지,합성고무(타이어),기타서비스,기타건축물,기타 건축물
25277,0,0,0,3300,2016-07-08 19:33,경상남도,김해시,생림면,"자동차,철도차량",작동기기,"기기 전도,복사열",기계적 요인,"과열, 과부하",미상,미상,"자동차,철도차량",자동차,승용자동차
25278,0,0,0,34,2016-07-08 19:34,경기도,광명시,소하동,"건축,구조물",작동기기,"기기 전도,복사열",부주의,음식물 조리중,식품,음식물,주거,공동주택,아파트
25279,0,0,0,294,2016-07-08 20:00,광주광역시,북구,문흥동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,생활서비스,위락시설,기타 위락시설
25280,0,0,0,1980,2016-07-08 20:00,충청북도,청주시흥덕구,비하동,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판","자동차,철도차량",자동차,기타 승합자동차
25281,0,0,0,160,2016-07-08 20:07,서울특별시,동작구,사당동,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락","전기,전자",전선피복,기타,도로,가로등
25282,0,0,0,2863,2016-07-08 20:18,전라남도,순천시,조례동,"자동차,철도차량",작동기기,"기기 전도,복사열",기계적 요인,"오일,연료누설",위험물등,기타 제4류 위험물,"자동차,철도차량",자동차,승용자동차
25283,0,0,0,48,2016-07-08 20:27,서울특별시,송파구,가락동,"건축,구조물",작동기기,기타(작동기기),부주의,가연물 근접방치,"침구,직물류","이불(베개,시트)",주거,기타주택,컨테이너(주거용)
25284,0,0,0,1615,2016-07-08 20:36,충청남도,서산시,동문동,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,주거,단독주택,단독주택
25285,0,0,0,330,2016-07-08 21:03,경상남도,거창군,거창읍,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"누전,지락","간판,차양막등",광고판,생활서비스,일상서비스,일반상점
25286,0,0,0,72,2016-07-08 21:05,전라남도,화순군,화순읍,기타(쓰레기 화재등),"마찰, 전도, 복사","화염 전도,복사열",기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판",기타,야외,기타야외
25287,0,0,0,1100,2016-07-08 21:49,전라남도,목포시,산정동,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,합성수지,기타(합성수지),기타,야외,기타야외
25288,0,0,0,1320,2016-07-08 22:13,서울특별시,강서구,화곡동,"자동차,철도차량",미상(발화원인),미상,미상,미상,"전기,전자",전선피복,"자동차,철도차량",자동차,승용자동차
25289,0,0,0,50,2016-07-08 22:14,전라북도,군산시,옥서면,기타(쓰레기 화재등),작동기기,"불꽃, 스파크, 정전기",기계적 요인,"과열, 과부하","전기,전자","전기, 전자기기 케이스",기타,도로,가로등
25290,0,0,0,6719,2016-07-08 22:20,경기도,의정부시,자일동,"자동차,철도차량","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"침구,직물류","이불(베개,시트)","자동차,철도차량",자동차,화물자동차
25291,0,0,0,10678,2016-07-08 22:27,서울특별시,양천구,신월동,"건축,구조물",작동기기,전기적 아크(단락),기계적 요인,"과열, 과부하","전기,전자","전기, 전자기기 케이스",주거,공동주택,아파트
25292,0,0,0,550,2016-07-08 22:31,경기도,남양주시,지금동,"자동차,철도차량","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,"자동차,철도차량",자동차,화물자동차
25293,0,0,0,0,2016-07-08 23:05,경상남도,김해시,진례면,기타(쓰레기 화재등),"담뱃불, 라이터불","라이터불, 성냥불",부주의,쓰레기 소각,쓰레기류,쓰레기,기타,야외,쓰레기
25294,0,0,0,766,2016-07-08 23:16,경상북도,김천시,조마면,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,기타서비스,기타건축물,기타 건축물
25295,0,0,0,812,2016-07-08 23:23,전라남도,여수시,중앙동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",생활서비스,일상서비스,의류
25296,0,0,0,0,2016-07-08 23:30,부산광역시,사하구,하단동,"건축,구조물",작동기기,"기기 전도,복사열",부주의,음식물 조리중,식품,음식물,생활서비스,음식점,일식
25297,0,0,0,6600,2016-07-08 23:38,인천광역시,남동구,도림동,"자동차,철도차량",미상(발화원인),미상,미상,미상,"자동차,철도차량,선박,항공기","기타(자동차,철도차량,선박,항공기)","자동차,철도차량",자동차,화물자동차
25298,0,0,0,280,2016-07-09 00:05,서울특별시,성동구,성수동1가,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","기타(종이,목재,건초등)",산업시설,창고시설,"창고, 물품저장소"
25299,0,0,0,205,2016-07-09 00:42,인천광역시,남동구,만수동,"건축,구조물",작동기기,"기기 전도,복사열",부주의,음식물 조리중,식품,음식물,주거,단독주택,다가구주택
25300,0,0,0,22,2016-07-09 00:49,전라남도,광양시,마동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,주거,공동주택,아파트
25301,0,0,0,0,2016-07-09 00:50,대구광역시,동구,효목동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,주거,단독주택,단독주택
25302,0,0,0,440,2016-07-09 01:03,서울특별시,강서구,화곡동,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",미상,미상,위험물등,가솔린,"자동차,철도차량",자동차,오토바이
25303,0,0,0,53,2016-07-09 01:31,서울특별시,도봉구,쌍문동,"건축,구조물",작동기기,"기기 전도,복사열",부주의,음식물 조리중,식품,음식물,생활서비스,음식점,한식
25304,0,0,0,0,2016-07-09 01:33,대구광역시,동구,방촌동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,기타,야외,쓰레기
25305,0,0,0,474,2016-07-09 01:39,서울특별시,용산구,동자동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"침구,직물류","이불(베개,시트)",주거,단독주택,다가구주택
25306,0,0,0,819,2016-07-09 01:48,경기도,포천시,신북면,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,기타서비스,기타건축물,기타 건축물
25307,0,0,0,2187,2016-07-09 02:31,서울특별시,동대문구,답십리동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락","전기,전자",전선피복,생활서비스,음식점,기타 음식점
25308,0,0,0,302,2016-07-09 03:24,서울특별시,동대문구,용두동,"건축,구조물",미상(발화원인),미상,미상,미상,합성수지,스티로폼,기타서비스,기타건축물,기타 건축물
25309,0,0,0,38,2016-07-09 03:40,서울특별시,광진구,군자동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,주거,단독주택,단독주택
25310,0,0,0,281,2016-07-09 04:13,경상남도,양산시,북부동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자",전자기기 부속품,주거,공동주택,연립주택
25311,0,0,0,181,2016-07-09 04:15,서울특별시,송파구,가락동,"건축,구조물",미상(발화원인),미상,미상,미상,"전기,전자",전선피복,주거,공동주택,아파트
25312,0,0,0,11,2016-07-09 04:34,전라북도,군산시,수송동,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",부주의,음식물 조리중,식품,음식물,주거,공동주택,아파트
25313,0,0,0,330,2016-07-09 04:49,강원도,횡성군,우천면,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",타이어,"자동차,철도차량",자동차,화물자동차
25314,0,0,0,2901,2016-07-09 05:11,인천광역시,동구,송림동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,주거,공동주택,아파트
25315,0,0,0,0,2016-07-09 06:34,부산광역시,서구,동대신동1가,"건축,구조물",작동기기,"기기 전도,복사열",부주의,음식물 조리중,합성수지,"플라스틱, PVC, 비닐, 장판",주거,단독주택,다가구주택
25316,0,0,0,30,2016-07-09 06:36,서울특별시,영등포구,당산동2가,"건축,구조물",작동기기,기타(작동기기),부주의,음식물 조리중,식품,음식물,주거,단독주택,다가구주택
25317,0,0,0,738,2016-07-09 06:40,전라북도,전주시완산구,남노송동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자","전기, 전자기기 케이스",주거,단독주택,단독주택
25318,0,0,0,15,2016-07-09 06:42,강원도,인제군,기린면,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,합성수지,기타(합성수지),기타,야외,기타야외
25319,0,0,0,967,2016-07-09 07:17,경상북도,김천시,봉산면,"건축,구조물",기타(발화원인),기타,자연적인 요인,기타(자연적인요인),기타,기타,산업시설,동식물시설,기타 동식물시설
25320,0,0,0,903,2016-07-09 07:31,전라남도,장성군,장성읍,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,쓰레기 소각,"종이,목재,건초등","기타(종이,목재,건초등)",산업시설,창고시설,기타 창고
25321,0,0,0,5251,2016-07-09 07:44,경기도,남양주시,퇴계원면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,반단선,"전기,전자",전선피복,주거,공동주택,아파트
25322,0,0,0,37464,2016-07-09 08:00,경기도,시흥시,신천동,"건축,구조물",화학적 발화열,화학반응열,화학적 요인,혼촉발화,기타,기타,산업시설,공장시설,화학공업
25323,0,0,0,1826,2016-07-09 08:53,서울특별시,강서구,화곡동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,집합시설,종교시설,사찰
25324,0,0,0,10,2016-07-09 09:16,경기도,양평군,양평읍,"건축,구조물",작동기기,기타(작동기기),기계적 요인,"과열, 과부하","전기,전자","기타(전기,전자)","판매,업무시설",일반업무,일반빌딩
25325,0,0,0,594,2016-07-09 09:36,대전광역시,동구,용운동,"자동차,철도차량",작동기기,"기기 전도,복사열",기계적 요인,"오일,연료누설",위험물등,기계유,"자동차,철도차량",자동차,화물자동차
25326,0,0,0,60,2016-07-09 09:46,서울특별시,강남구,개포동,"건축,구조물","담뱃불, 라이터불",향불,부주의,"불씨,불꽃,화원방치","침구,직물류",의류,주거,공동주택,아파트
25327,0,0,0,0,2016-07-09 09:48,경상남도,남해군,남해읍,"건축,구조물",작동기기,기타(작동기기),부주의,빨래삶기,기타,기타,생활서비스,음식점,분식
25328,0,0,0,85,2016-07-09 09:49,충청남도,서천군,기산면,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",전기적 요인,기타(전기적요인),"전기,전자","전기, 전자기기 케이스",산업시설,동식물시설,돈사
25329,0,0,0,1079,2016-07-09 09:52,서울특별시,성북구,정릉동,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,교육시설,학교,대학교
25330,0,0,0,5845,2016-07-09 09:58,전라북도,정읍시,북면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,산업시설,창고시설,기타 창고
25331,0,0,0,24421,2016-07-09 10:15,서울특별시,관악구,신림동,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,생활서비스,음식점,호프집
25332,0,0,0,11,2016-07-09 10:21,서울특별시,강서구,화곡동,"건축,구조물","마찰, 전도, 복사","기타(마찰,전도,복사)",부주의,음식물 조리중,식품,음식물,주거,단독주택,다가구주택
25333,0,0,0,90,2016-07-09 11:02,서울특별시,금천구,독산동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,빨래삶기,"침구,직물류",의류,주거,단독주택,다가구주택
25334,0,0,0,200,2016-07-09 11:26,서울특별시,강서구,방화동,"건축,구조물","마찰, 전도, 복사","기타(마찰,전도,복사)",부주의,음식물 조리중,식품,튀김유,생활서비스,음식점,분식
25335,0,0,0,172,2016-07-09 11:28,서울특별시,마포구,합정동,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",부주의,"불씨,불꽃,화원방치",기타,기타,산업시설,공장시설,식료품공업
25336,0,1,1,11953,2016-07-09 11:36,광주광역시,광산구,쌍암동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,"판매,업무시설",숙박시설,모텔
25337,0,0,0,75,2016-07-09 11:39,광주광역시,북구,용두동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,"판매,업무시설",판매시설,할인점(마트)
25338,0,0,0,144,2016-07-09 11:45,경상남도,창녕군,창녕읍,"건축,구조물","마찰, 전도, 복사","기타(마찰,전도,복사)",부주의,빨래삶기,쓰레기류,쓰레기,주거,단독주택,단독주택
25339,0,0,0,4304,2016-07-09 12:04,경상남도,김해시,진례면,"건축,구조물",미상(발화원인),미상,미상,미상,기타,기타,기타서비스,기타건축물,기타 건축물
25340,0,0,0,100,2016-07-09 12:24,서울특별시,은평구,갈현동,"건축,구조물",작동기기,"기기 전도,복사열",부주의,빨래삶기,"침구,직물류",의류,주거,단독주택,다가구주택
25341,0,0,0,990,2016-07-09 13:06,전라남도,영광군,염산면,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",산업시설,동식물시설,우사
25342,0,0,0,2750,2016-07-09 13:09,충청남도,예산군,오가면,"자동차,철도차량",미상(발화원인),미상,미상,미상,"자동차,철도차량,선박,항공기","기타(자동차,철도차량,선박,항공기)","자동차,철도차량",자동차,화물자동차
25343,0,0,0,869,2016-07-09 13:15,충청남도,천안시서북구,직산읍,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,기타,야외,기타야외
25344,0,0,0,442,2016-07-09 13:42,광주광역시,광산구,신가동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,생활서비스,음식점,한식
25345,0,0,0,15,2016-07-09 13:51,전라남도,광양시,광양읍,"건축,구조물",작동기기,"기기 전도,복사열",부주의,음식물 조리중,식품,기타(식품),생활서비스,음식점,"커피숍,다방,카페"
25346,0,0,0,33,2016-07-09 14:14,서울특별시,구로구,고척동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,기타(전기적요인),"전기,전자","콘센트, 스위치류",주거,단독주택,단독주택
25347,0,0,0,107,2016-07-09 14:16,전라북도,군산시,서흥남동,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",부주의,음식물 조리중,식품,음식물,생활서비스,음식점,호프집
25348,0,0,0,220,2016-07-09 14:17,부산광역시,강서구,죽동동,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",타이어,"자동차,철도차량",자동차,화물자동차
25349,0,0,0,6385,2016-07-09 14:24,인천광역시,계양구,용종동,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,기계적 요인,기타(기계적요인),기타,기타,생활서비스,음식점,일반주점
25350,0,0,0,119,2016-07-09 14:40,강원도,횡성군,우천면,"건축,구조물",작동기기,"기기 전도,복사열",기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판",산업시설,공장시설,제재 및 목공업
25351,0,0,0,34,2016-07-09 14:51,서울특별시,서대문구,홍제동,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,"자동차,철도차량",자동차,소형 승합차
25352,0,0,0,312,2016-07-09 14:56,전라남도,목포시,상동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,생활서비스,일상서비스,일반상점
25353,0,2,2,165323,2016-07-09 15:07,경상남도,창원시 성산구,성주동,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",합성수지,"플라스틱, PVC, 비닐, 장판",운수자동차시설,자동차시설,"자동차검사장, 매매장, 부속상, 정비공장"
25354,0,0,0,0,2016-07-09 15:22,강원도,원주시,단구동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,빨래삶기,"침구,직물류","행주, 기름걸레",주거,공동주택,아파트
25355,0,0,0,2200,2016-07-09 15:25,경기도,화성시,팔탄면,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"자동차,철도차량,선박,항공기",전기배선,"자동차,철도차량",자동차,특수자동차
25356,0,0,0,11,2016-07-09 15:30,서울특별시,강서구,화곡동,"건축,구조물","마찰, 전도, 복사","기타(마찰,전도,복사)",부주의,음식물 조리중,식품,음식물,주거,공동주택,다세대주택
25357,0,0,0,66,2016-07-09 15:32,경기도,부천시원미구,심곡동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,생활서비스,일상서비스,"수리,A/S,상하수도"
25358,0,0,0,119,2016-07-09 15:55,세종특별자치시,세종,아름동,기타(쓰레기 화재등),작동기기,"불꽃, 스파크, 정전기",기계적 요인,노후,합성수지,기타(합성수지),기타,야외,기타야외
25359,0,0,0,68,2016-07-09 15:59,울산광역시,울주군,범서읍,"건축,구조물",작동기기,기타(작동기기),부주의,기타(부주의),식품,튀김유,생활서비스,음식점,간이음식점(휴게)
25360,0,0,0,12,2016-07-09 16:13,경상남도,통영시,무전동,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,음식물 조리중,식품,음식물,주거,단독주택,단독주택
25361,0,0,0,1540,2016-07-09 16:15,경기도,광명시,가학동,"자동차,철도차량",미상(발화원인),미상,미상,미상,미상,미상,"자동차,철도차량",자동차,승용자동차
25362,0,0,0,330,2016-07-09 16:22,경기도,오산시,부산동,기타(쓰레기 화재등),자연적 발화열,햇볕,자연적인 요인,돋보기 효과,합성수지,"플라스틱, PVC, 비닐, 장판",기타,야외,야적장
25363,0,0,0,0,2016-07-09 16:32,부산광역시,기장군,장안읍,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,합성수지,"플라스틱, PVC, 비닐, 장판",주거,공동주택,다세대주택
