화재발생년월일,시도,시군구,화재유형,발화열원대분류,발화열원소분류,발화요인대분류,발화요인소분류,최초착화물대분류,최초착화물소분류,인명피해(명)소계,사망,부상,재산피해소계,장소대분류,장소중분류,장소소분류
2021-08-07 04:38,전라남도,담양군,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,"불씨,불꽃,화원방치","종이,목재,건초등","목재, 합판",0,0,0,993,기타서비스,기타건축물,기타 건축물
2021-08-07 05:11,충청남도,태안군,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하",기타,기타,0,0,0,22031,산업시설,창고시설,기타 창고
2021-08-07 05:50,울산광역시,북구,기타(쓰레기 화재등),화학적 발화열,화학반응열,화학적 요인,자연발화,쓰레기류,기타 쓰레기,0,0,0,188,기타,야외,기타야외
2021-08-07 05:56,충청남도,천안시서북구,"자동차,철도차량",작동기기,"기기 전도,복사열,기기발열",전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,3960,"자동차,철도차량",자동차,화물자동차
2021-08-07 06:25,전라남도,함평군,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하","전기,전자","전기, 전자기기 케이스",0,0,0,4671,산업시설,창고시설,"창고, 물품저장소"
2021-08-07 06:40,인천광역시,옹진군,"건축,구조물",작동기기,기타(작동기기),전기적 요인,기타(전기적요인),"전기,전자","기타(전기,전자)",0,0,0,2536,생활서비스,음식점,호프집
2021-08-07 07:41,전라남도,순천시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하","전기,전자",전선피복,0,0,0,6792,주거,공동주택,아파트
2021-08-07 07:53,경상북도,고령군,기타(쓰레기 화재등),화학적 발화열,발효열,화학적 요인,자연발화,쓰레기류,기타 쓰레기,0,0,0,0,기타,야외,기타야외
2021-08-07 09:05,인천광역시,계양구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,5746,생활서비스,음식점,호프집
2021-08-07 09:09,경기도,성남시중원구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,426,산업시설,공장시설,그 밖의 공업
2021-08-07 09:55,전라남도,장성군,"자동차,철도차량","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,110,"자동차,철도차량",자동차,화물자동차
2021-08-07 10:10,서울특별시,관악구,"자동차,철도차량",작동기기,"기기 전도,복사열,기기발열",미상,미상,"자동차,철도차량,선박,항공기",오일류,0,0,0,3696,"자동차,철도차량",자동차,승용자동차
2021-08-07 10:12,경기도,이천시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",전기적 요인,반단선,"전기,전자","기타(전기,전자)",0,0,0,12,주거,공동주택,주상복합아파트
2021-08-07 10:18,경상북도,의성군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,8018,주거,단독주택,단독주택
2021-08-07 10:20,경상남도,밀양시,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"자동차,철도차량,선박,항공기",전기배선,0,0,0,660,"자동차,철도차량",자동차,승용자동차
2021-08-07 10:20,경상북도,영천시,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,1,기타,야외,쓰레기
2021-08-07 10:42,인천광역시,서구,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,음식물 조리중,식품,튀김유,0,0,0,2675,생활서비스,음식점,한식
2021-08-07 11:05,전라북도,김제시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,3900,주거,공동주택,아파트
2021-08-07 11:16,경상북도,경산시,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,"불씨,불꽃,화원방치",쓰레기류,쓰레기,0,0,0,40,기타,야외,쓰레기
2021-08-07 11:21,경기도,광명시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,반단선,"전기,전자",전선피복,0,0,0,392,집합시설,종교시설,교회
2021-08-07 11:28,서울특별시,송파구,"자동차,철도차량","마찰, 전도, 복사","화염 전도,복사열",부주의,가연물 근접방치,"종이,목재,건초등",종이,0,0,0,1045,"자동차,철도차량",자동차,화물자동차
2021-08-07 11:43,대구광역시,달성군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자","콘센트, 스위치류",0,0,0,367,산업시설,공장시설,식료품공업
2021-08-07 12:08,경기도,여주시,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",벨트,0,0,0,6160,"자동차,철도차량",자동차,화물자동차
2021-08-07 12:15,경기도,광주시,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,16072,산업시설,창고시설,"창고, 물품저장소"
2021-08-07 12:33,전라북도,전주시덕진구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","기타(종이,목재,건초등)",0,0,0,134,생활서비스,음식점,패스트푸드
2021-08-07 12:48,울산광역시,울주군,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치",기타,기타,0,0,0,268,생활서비스,음식점,일반주점
2021-08-07 13:02,경기도,의정부시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,742,주거,공동주택,다세대주택
2021-08-07 13:04,경기도,남양주시,"자동차,철도차량","마찰, 전도, 복사","화염 전도,복사열",기계적 요인,"과열, 과부하",식품,기타(식품),0,0,0,880,"자동차,철도차량",자동차,화물자동차
2021-08-07 13:06,경기도,시흥시,"자동차,철도차량",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",부품,0,0,0,2475,"자동차,철도차량",자동차,승용자동차
2021-08-07 13:23,경상북도,청송군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"누전,지락","전기,전자",전선피복,0,0,0,694,생활서비스,음식점,한식
2021-08-07 13:29,경상남도,김해시,기타(쓰레기 화재등),작동기기,전기적 아크(단락),부주의,"기기(전기, 기계 등) 사용.설치부주의","전기,전자","전기, 전자기기 내부배선",0,0,0,1139,기타,야외,기타야외
2021-08-07 13:39,경상남도,하동군,"자동차,철도차량",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하",미상,미상,0,0,0,2708,"자동차,철도차량",자동차,화물자동차
2021-08-07 13:59,경상남도,김해시,"건축,구조물",작동기기,전기적 아크(단락),부주의,"기기(전기, 기계 등) 사용.설치부주의","전기,전자","기타(전기,전자)",0,0,0,2388,산업시설,동식물시설,기타 동식물시설
2021-08-07 14:02,경상남도,합천군,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,3630,"자동차,철도차량",건설기계,기타 건설기계
2021-08-07 14:09,서울특별시,마포구,"자동차,철도차량","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,0,0,0,1183,"자동차,철도차량",자동차,화물자동차
2021-08-07 14:09,부산광역시,동래구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,470,생활서비스,오락시설,PC방(인터넷게임제공업)
2021-08-07 14:15,경상남도,통영시,"자동차,철도차량",미상,미상,미상,미상,"자동차,철도차량,선박,항공기",좌석시트,0,0,0,57464,"자동차,철도차량",자동차,"캠핑용 자동차,트레일러"
2021-08-07 14:19,제주특별자치도,제주시,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,0,0,0,609,기타,야외,공터
2021-08-07 14:36,서울특별시,금천구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자","작동장치(모터, 히터, 램프 등)",0,0,0,489,"판매,업무시설",판매시설,할인점(마트)
2021-08-07 14:42,경기도,안성시,"건축,구조물","마찰, 전도, 복사","기타(마찰,전도,복사)",가스누출(폭발),가스누출(폭발),가연성가스,부탄가스,0,0,0,1508,주거,공동주택,다세대주택
2021-08-07 14:44,경기도,화성시,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,50,생활서비스,음식점,중식
2021-08-07 14:47,경기도,화성시,"자동차,철도차량",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"오일,연료누설","자동차,철도차량,선박,항공기",휘발유,0,0,0,4400,"자동차,철도차량",자동차,승용자동차
2021-08-07 14:55,경기도,김포시,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,"기기(전기, 기계 등) 사용.설치부주의",기타,기타,0,0,0,139,생활서비스,음식점,한식(휴게)
2021-08-07 15:29,경상남도,진주시,기타(쓰레기 화재등),작동기기,전기적 아크(단락),기계적 요인,"과열, 과부하","전기,전자","작동장치(모터, 히터, 램프 등)",0,0,0,119,기타,야외,기타야외
2021-08-07 15:35,경기도,시흥시,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",나무,0,0,0,20498,생활서비스,일상서비스,이미용실
2021-08-07 15:49,경상남도,진주시,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,0,기타,야외,쓰레기
2021-08-07 15:50,경기도,연천군,"자동차,철도차량","마찰, 전도, 복사","화염 전도,복사열",기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,495,"자동차,철도차량",자동차,승용자동차
2021-08-07 16:00,부산광역시,해운대구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자","콘센트, 스위치류",0,0,0,20,"판매,업무시설",공공기관,기타 공공기관
2021-08-07 16:01,서울특별시,강서구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",전기적 요인,기타(전기적요인),"전기,전자",전선피복,0,0,0,11,주거,공동주택,아파트
2021-08-07 16:04,전라남도,광양시,기타(쓰레기 화재등),"불꽃, 불티","기타(불꽃,불티)",부주의,기타(부주의),쓰레기류,쓰레기,0,0,0,0,기타,야외,쓰레기
2021-08-07 16:13,경상북도,영천시,"자동차,철도차량",작동기기,"불꽃, 스파크, 정전기",전기적 요인,절연열화에 의한 단락,"자동차,철도차량,선박,항공기",오일류,0,0,0,8580,"자동차,철도차량",건설기계,기타 건설기계
2021-08-07 16:31,대구광역시,수성구,"자동차,철도차량",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",오일류,0,0,0,3300,"자동차,철도차량",건설기계,기타 건설기계
2021-08-07 16:40,전라북도,완주군,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,기타(전기적요인),합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,1056,"자동차,철도차량",자동차,승용자동차
2021-08-07 16:47,서울특별시,은평구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,기타,기타,0,0,0,50,기타,야외,기타야외
2021-08-07 16:57,경기도,성남시분당구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,0,0,0,2375,주거,공동주택,연립주택
2021-08-07 17:01,경상남도,밀양시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,4523,산업시설,창고시설,"창고, 물품저장소"
2021-08-07 17:12,전라남도,순천시,"건축,구조물",작동기기,기타(작동기기),전기적 요인,과부하/과전류,"전기,전자",전선피복,0,0,0,1029,주거,공동주택,아파트
2021-08-07 17:16,경기도,파주시,기타(쓰레기 화재등),자연적 발화열,돋보기 효과,자연적인 요인,돋보기 효과,쓰레기류,쓰레기,0,0,0,297,기타,야외,쓰레기
2021-08-07 17:27,부산광역시,강서구,"건축,구조물",미상,미상,미상,미상,가구,소파,0,0,0,46697,산업시설,창고시설,"창고, 물품저장소"
2021-08-07 17:48,경상북도,포항시남구,기타(쓰레기 화재등),화학적 발화열,화학반응열,화학적 요인,자연발화,쓰레기류,쓰레기,0,0,0,0,기타,야외,야적장
2021-08-07 17:48,전라남도,여수시,"자동차,철도차량","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",가연성가스,기타(가연성가스),2,1,1,11,"자동차,철도차량",자동차,화물자동차
2021-08-07 17:51,충청북도,청주시 상당구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,340,주거,공동주택,아파트
2021-08-07 18:22,충청남도,금산군,"건축,구조물",작동기기,기타(작동기기),부주의,기타(부주의),합성수지,기타(합성수지),0,0,0,199,주거,단독주택,단독주택
2021-08-07 19:05,서울특별시,종로구,"건축,구조물","마찰, 전도, 복사","기타(마찰,전도,복사)",부주의,"용접, 절단, 연마",합성수지,발포폴리스티렌,0,0,0,1074,주거,공동주택,기타 공동주택
2021-08-07 20:22,서울특별시,중구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,가구,"테이블, 의자",0,0,0,161,"판매,업무시설",판매시설,기타 판매시설
2021-08-07 20:40,경상북도,예천군,기타(쓰레기 화재등),"불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",건초,0,0,0,0,기타,야외,기타야외
2021-08-07 20:57,경기도,화성시,"자동차,철도차량","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,0,0,0,5050,"자동차,철도차량",자동차,화물자동차
2021-08-07 21:00,전라남도,여수시,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,"침구,직물류",커튼,1,0,1,48,주거,공동주택,아파트
2021-08-07 21:06,인천광역시,중구,"선박,항공기","불꽃, 불티","기타(불꽃,불티)",부주의,폭죽놀이,기타,기타,0,0,0,10450,"선박,항공기",선박,수상레저기구(보트등)
2021-08-07 21:11,전라남도,여수시,"건축,구조물",미상,미상,방화의심,방화의심,"침구,직물류","기타(침구,직물류)",0,0,0,1053,주거,단독주택,단독주택
2021-08-07 21:13,인천광역시,중구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,0,0,0,3391,주거,공동주택,아파트
2021-08-07 21:13,서울특별시,관악구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,기타(부주의),합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,193,주거,공동주택,다세대주택
2021-08-07 21:21,부산광역시,연제구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,음식물,0,0,0,110,주거,공동주택,다세대주택
2021-08-07 21:36,충청북도,청주시 흥덕구,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,"누전,지락","전기,전자","전기, 전자기기 내부배선",0,0,0,102,기타,야외,기타야외
2021-08-07 22:08,경기도,하남시,"자동차,철도차량","담뱃불, 라이터불",담뱃불,가스누출(폭발),가스누출(폭발),가연성가스,부탄가스,1,0,1,704,"자동차,철도차량",자동차,승용자동차
2021-08-07 22:09,경기도,남양주시,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,기타 쓰레기,0,0,0,82,기타,야외,기타야외
2021-08-07 22:11,경기도,화성시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,"압착,손상에 의한 단락","전기,전자",전선피복,0,0,0,59,산업시설,공장시설,제재 및 목공업
2021-08-07 22:24,전라북도,정읍시,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,0,0,0,121,기타,야외,쓰레기
2021-08-07 22:35,경상남도,거제시,"자동차,철도차량",미상,미상,미상,미상,"자동차,철도차량,선박,항공기",부품,0,0,0,16500,"자동차,철도차량",자동차,승용자동차
2021-08-07 22:37,대구광역시,달서구,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,311325,산업시설,공장시설,그 밖의 공업
2021-08-07 22:41,경상남도,창녕군,"건축,구조물",자연적 발화열,낙뢰,자연적인 요인,자연적 재해,"전기,전자","전기, 전자기기 내부배선",0,0,0,26498,주거,단독주택,단독주택
2021-08-07 22:56,경기도,평택시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자",전선피복,0,0,0,1826,주거,단독주택,다가구주택
2021-08-07 23:14,충청남도,천안시서북구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기타,기타,"종이,목재,건초등","기타(종이,목재,건초등)",0,0,0,1043,주거,공동주택,기타 공동주택
2021-08-07 23:17,충청남도,예산군,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,1490,산업시설,창고시설,기타 창고
2021-08-07 23:22,부산광역시,연제구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,음식물,0,0,0,0,생활서비스,음식점,한식
2021-08-07 23:32,경상남도,창원시 의창구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,4941,주거,기타주택,비닐하우스
2021-08-07 23:40,부산광역시,남구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,0,0,0,2399,주거,공동주택,아파트
2021-08-07 23:45,울산광역시,동구,기타(쓰레기 화재등),자연적 발화열,낙뢰,자연적인 요인,기타(자연적인요인),"전기,전자",전선피복,0,0,0,481,기타,야외,기타야외
2021-08-07 23:48,충청남도,당진시,기타(쓰레기 화재등),기타,기타,기타,기타,쓰레기류,쓰레기,0,0,0,275,기타,야외,야적장
2021-08-07 23:55,경기도,광주시,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"간판,차양막등","기타(간판,차양막등)",0,0,0,63,기타,야외,기타야외
2021-08-08 00:07,충청북도,보은군,"자동차,철도차량",미상,미상,교통사고,교통사고,"자동차,철도차량,선박,항공기",전기배선,0,0,0,12236,"자동차,철도차량",자동차,승용자동차
2021-08-08 00:50,경기도,파주시,"건축,구조물",작동기기,전기적 아크(단락),기계적 요인,노후,"전기,전자","전기, 전자기기 기판",0,0,0,615,주거,공동주택,아파트
2021-08-08 00:51,경기도,안산시상록구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",종이,1,0,1,13697,"판매,업무시설",일반업무,오피스텔
2021-08-08 01:21,대구광역시,수성구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자","콘센트, 스위치류",0,0,0,201,생활서비스,음식점,한식
2021-08-08 01:33,인천광역시,서구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,5813,산업시설,공장시설,"전기, 전자공업"
2021-08-08 02:16,광주광역시,서구,"건축,구조물",작동기기,전기적 아크(단락),부주의,"기기(전기, 기계 등) 사용.설치부주의","전기,전자",전자기기 부속품,0,0,0,156,주거,단독주택,다가구주택
2021-08-08 02:25,경기도,남양주시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,가연물 근접방치,"종이,목재,건초등",종이,0,0,0,2251,산업시설,공장시설,제재 및 목공업
2021-08-08 02:36,대전광역시,서구,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,72086,생활서비스,음식점,한식
2021-08-08 03:08,부산광역시,부산진구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,1,0,1,3667,"판매,업무시설",판매시설,백화점
2021-08-08 03:22,울산광역시,동구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,기타(전기적요인),"전기,전자",전선피복,0,0,0,93,"판매,업무시설",판매시설,기타 판매시설
2021-08-08 03:38,전라남도,영암군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자","콘센트, 스위치류",0,0,0,452,주거,기타주택,기타 주택
2021-08-08 03:45,전라북도,김제시,기타(쓰레기 화재등),화학적 발화열,화학반응열,화학적 요인,자연발화,쓰레기류,쓰레기,0,0,0,5,기타,야외,쓰레기
2021-08-08 03:59,전라남도,나주시,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치",기타,기타,0,0,0,179,생활서비스,음식점,한식(휴게)
2021-08-08 04:04,경기도,양주시,"건축,구조물",작동기기,기타(작동기기),기계적 요인,기타(기계적요인),기타,기타,0,0,0,838,산업시설,공장시설,금속기계 및 기구공업
2021-08-08 04:32,경상남도,양산시,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,7167,산업시설,공장시설,화학공업
2021-08-08 05:34,경상북도,구미시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자","전기, 전자기기 케이스",0,0,0,12,주거,공동주택,아파트
2021-08-08 05:40,강원도,강릉시,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,"불씨,불꽃,화원방치",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,2420,생활서비스,음식점,한식
2021-08-08 06:02,서울특별시,마포구,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",방화,방화,위험물등,기타 제4류 위험물,0,0,0,236,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당)
2021-08-08 06:40,경기도,시흥시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",나무,0,0,0,89,주거,공동주택,다세대주택
2021-08-08 06:47,경기도,수원시권선구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,55,기타,야외,쓰레기
2021-08-08 06:53,인천광역시,중구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하",기타,기타,0,0,0,673,산업시설,공장시설,금속기계 및 기구공업
2021-08-08 07:00,경상남도,합천군,"건축,구조물",기타,기타,부주의,음식물 조리중,식품,튀김유,0,0,0,201,생활서비스,음식점,중식
2021-08-08 07:10,부산광역시,사하구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,8571,집합시설,종교시설,교회
2021-08-08 07:27,서울특별시,강동구,"건축,구조물",작동기기,기타(작동기기),전기적 요인,절연열화에 의한 단락,"전기,전자","기타(전기,전자)",0,0,0,971,"판매,업무시설",일반업무,오피스텔
2021-08-08 08:28,전라남도,신안군,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하",기타,기타,0,0,0,6593,생활서비스,음식점,중식
2021-08-08 08:46,경상남도,거창군,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,589,주거,기타주택,컨테이너(주거용)
2021-08-08 08:50,강원도,횡성군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,9114,산업시설,창고시설,"냉장, 냉동창고"
2021-08-08 08:52,경기도,용인시처인구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,"기기(전기, 기계 등) 사용.설치부주의",합성수지,기타(합성수지),0,0,0,225,주거,기타주택,기타 주택
2021-08-08 09:05,서울특별시,도봉구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,1366,"판매,업무시설",일반업무,기타 일반업무시설
2021-08-08 09:12,경상남도,산청군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자",전선피복,0,0,0,276,산업시설,동식물시설,기타 동식물시설
2021-08-08 09:16,대전광역시,서구,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,0,0,0,86,주거,공동주택,아파트
2021-08-08 09:20,경상북도,영천시,"자동차,철도차량",작동기기,"기기 전도,복사열,기기발열",부주의,가연물 근접방치,위험물등,기타 제4류 위험물,0,0,0,910,"자동차,철도차량",자동차,화물자동차
2021-08-08 09:22,경상북도,상주시,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마","침구,직물류",부직포,1,0,1,50,주거,단독주택,단독주택
2021-08-08 09:22,강원도,강릉시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,튀김유,2,0,2,196,생활서비스,음식점,중식
2021-08-08 09:49,경기도,용인시수지구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,1984,"판매,업무시설",판매시설,상점가
2021-08-08 10:00,경기도,이천시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,946,주거,단독주택,단독주택
2021-08-08 10:23,대구광역시,달서구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,0,0,0,155,"의료,복지시설",노유자시설,노인복지시설
2021-08-08 10:38,충청북도,보은군,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등",건초,0,0,0,35,산업시설,창고시설,"창고, 물품저장소"
2021-08-08 10:42,서울특별시,광진구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,가연물 근접방치,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,96,주거,단독주택,다가구주택
2021-08-08 11:28,대구광역시,북구,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,0,0,0,100,주거,단독주택,다가구주택
2021-08-08 11:29,서울특별시,구로구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자","전기, 전자기기 기판",0,0,0,441,주거,단독주택,단독주택
2021-08-08 11:42,서울특별시,강남구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,105,"판매,업무시설",숙박시설,호텔
2021-08-08 11:50,울산광역시,울주군,기타(쓰레기 화재등),화학적 발화열,화학반응열,화학적 요인,기타(화학적요인),쓰레기류,재활용,0,0,0,55,기타,야외,기타야외
2021-08-08 11:51,경기도,광주시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,370,생활서비스,일상서비스,기타 일상서비스
2021-08-08 12:20,전라북도,전주시덕진구,"건축,구조물",작동기기,기타(작동기기),기계적 요인,"과열, 과부하","전기,전자","작동장치(모터, 히터, 램프 등)",0,0,0,1575,주거,공동주택,기숙사
2021-08-08 12:34,경기도,군포시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,500,주거,공동주택,아파트
2021-08-08 13:19,서울특별시,종로구,"건축,구조물",미상,미상,미상,미상,"종이,목재,건초등","목재, 합판",0,0,0,50,"판매,업무시설",판매시설,상가빌딩
