연번,사망,부상,인명피해(명)소계,재산피해소계,화재발생년월일,시도,시군구,읍면동,화재유형,발화열원,발화열원소분류,발화요인대분류,발화요인소분류,최초착화물대분류,최초착화물소분류,장소대분류,장소중분류,장소소분류
1169,0,0,0,0,2015-01-09 21:24,경기도,안산시상록구,수암동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,기타,야외,쓰레기
1170,0,0,0,5813,2015-01-09 21:43,경상남도,진주시,평거동,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,주거,단독주택,단독주택
1171,0,0,0,1,2015-01-09 21:50,경상남도,거제시,거제면,임야,미상(발화원인),미상,미상,미상,"종이,목재,건초등","풀, 나뭇잎",임야,산불,공유림
1172,0,0,0,0,2015-01-09 21:52,부산광역시,수영구,광안동,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,기타(부주의),"종이,목재,건초등",나무,기타,야외,공터
1173,0,0,0,0,2015-01-09 21:55,대구광역시,달서구,진천동,기타(쓰레기 화재등),"마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,기타,야외,기타야외
1174,0,1,1,11488,2015-01-09 21:56,인천광역시,부평구,청천동,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,주거,단독주택,단독주택
1175,0,0,0,5995,2015-01-09 22:34,대구광역시,북구,도남동,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,주거,단독주택,단독주택
1176,0,0,0,49190,2015-01-09 22:35,경기도,구리시,교문동,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,산업시설,작업장,기타 작업장
1177,0,0,0,580,2015-01-09 22:37,충청남도,천안시동남구,신방동,"건축,구조물",미상(발화원인),미상,미상,미상,미상,미상,생활서비스,오락시설,노래연습장
1178,0,0,0,0,2015-01-09 22:54,강원도,강릉시,지변동,임야,미상(발화원인),미상,미상,미상,"종이,목재,건초등",건초,임야,들불,기타 들불
1179,0,0,0,117,2015-01-09 23:02,경기도,이천시,창전동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,기타,야외,쓰레기
1180,0,0,0,5478,2015-01-09 23:20,충청남도,서산시,동문동,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",방화,방화,기타,기타,"판매,업무시설",판매시설,전통시장
1181,0,0,0,4273,2015-01-09 23:28,서울특별시,성동구,성수동2가,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,기타,기타,산업시설,공장시설,금속기계 및 기구공업
1182,0,0,0,727,2015-01-09 23:32,경상북도,구미시,도개면,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",나무,주거,단독주택,단독주택
1183,0,0,0,237,2015-01-09 23:34,경기도,가평군,가평읍,"건축,구조물",작동기기,"기기 전도,복사열",부주의,가연물 근접방치,식품,음식물,생활서비스,음식점,"치킨,족발"
1184,0,1,1,49459,2015-01-09 23:37,인천광역시,남구,주안동,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",기타,기타,식품,튀김유,생활서비스,음식점,일반주점
1185,0,0,0,9355,2015-01-09 23:39,경기도,오산시,지곶동,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,기타(부주의),위험물등,등유,주거,단독주택,단독주택
1186,0,0,0,100,2015-01-09 23:48,전라남도,무안군,무안읍,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",방화의심,방화의심,위험물등,경유,주거,단독주택,단독주택
1187,0,0,0,6,2015-01-09 23:56,강원도,화천군,화천읍,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자","전기, 전자기기 기판","의료,복지시설",의료시설,기타 의료시설
1188,0,0,0,3960,2015-01-10 00:07,경기도,부천시원미구,상동,"자동차,철도차량","담뱃불, 라이터불","라이터불, 성냥불",방화,방화,가구,"침대, 매트리스","자동차,철도차량",자동차,소형 승합차
1189,0,0,0,594,2015-01-10 00:12,대구광역시,달서구,두류동,"건축,구조물",미상(발화원인),미상,미상,미상,"침구,직물류",의류,주거,단독주택,단독주택
1190,0,0,0,0,2015-01-10 00:17,전라남도,순천시,풍덕동,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",방화,방화,"종이,목재,건초등",종이,생활서비스,일상서비스,일반상점
1191,0,0,0,4684,2015-01-10 00:20,경상남도,창원시 의창구,팔용동,"건축,구조물",작동기기,"기기 전도,복사열",부주의,"불씨,불꽃,화원방치",합성수지,"플라스틱, PVC, 비닐, 장판",산업시설,공장시설,금속기계 및 기구공업
1192,0,0,0,22,2015-01-10 00:22,대구광역시,서구,비산동,"건축,구조물","마찰, 전도, 복사","마찰열,마찰 스파크",기계적 요인,"과열, 과부하",기타,기타,생활서비스,오락시설,노래연습장
1193,0,0,0,3850,2015-01-10 01:03,충청북도,청주시흥덕구,옥산면,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",교통사고,교통사고,"전기,전자",전선피복,"자동차,철도차량",자동차,승용자동차
1194,0,0,0,0,2015-01-10 01:05,대구광역시,북구,학정동,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,주거,단독주택,다가구주택
1195,0,0,0,158,2015-01-10 01:14,제주특별자치도,제주시,도남동,임야,"불꽃, 불티",비화,부주의,기타(부주의),기타,기타,임야,들불,과수원
1196,0,0,0,275,2015-01-10 01:38,인천광역시,계양구,동양동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자",전선피복,주거,공동주택,다세대주택
1197,0,0,0,387,2015-01-10 02:00,서울특별시,강북구,미아동,"건축,구조물",작동기기,"기기 전도,복사열",부주의,가연물 근접방치,합성수지,기타(합성수지),주거,단독주택,다가구주택
1198,0,0,0,3960,2015-01-10 02:18,경기도,성남시중원구,하대원동,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,"자동차,철도차량",자동차,승용자동차
1199,0,0,0,50,2015-01-10 02:27,강원도,원주시,무실동,기타(쓰레기 화재등),작동기기,"기기 전도,복사열",부주의,음식물 조리중,식품,음식물,기타,야외,기타야외
1200,0,0,0,968,2015-01-10 03:46,대구광역시,달성군,하빈면,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",기계적 요인,"과열, 과부하",위험물등,기타 제4류 위험물,산업시설,공장시설,그 밖의 공업
1201,0,0,0,140,2015-01-10 04:03,강원도,삼척시,미로면,기타(쓰레기 화재등),"불꽃, 불티","모닥불, 연탄, 숯",부주의,기타(부주의),기타,기타,기타,야외,기타야외
1202,0,0,0,348,2015-01-10 04:12,강원도,강릉시,입암동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자",전선피복,생활서비스,음식점,간이음식점
1203,0,0,0,3300,2015-01-10 04:24,강원도,양양군,강현면,"자동차,철도차량",작동기기,"기기 전도,복사열",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",오일류,"자동차,철도차량",자동차,화물자동차
1204,0,0,0,185,2015-01-10 04:33,울산광역시,남구,달동,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",종이,"의료,복지시설",건강시설,"마사지(안마, 지압 등)"
1205,0,0,0,49661,2015-01-10 05:18,강원도,인제군,인제읍,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,기타(부주의),"종이,목재,건초등","목재, 합판",주거,단독주택,기타 단독주택
1206,0,0,0,366,2015-01-10 06:10,경기도,수원시영통구,영통동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,기타 쓰레기,기타,야외,쓰레기
1207,0,0,0,522,2015-01-10 06:23,광주광역시,광산구,신창동,"건축,구조물","담뱃불, 라이터불",촛불,부주의,"불씨,불꽃,화원방치",합성수지,아크릴수지,기타서비스,기타건축물,기타 건축물
1208,0,0,0,5,2015-01-10 06:26,경상남도,창원시 마산합포구,진북면,임야,"불꽃, 불티","쓰레기, 논밭두렁",부주의,"논,임야태우기","종이,목재,건초등",건초,임야,들불,논밭두렁
1209,0,0,0,15890,2015-01-10 06:30,충청남도,부여군,부여읍,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자","전기, 전자기기 케이스",산업시설,동식물시설,농예용 온실
1210,0,0,0,55,2015-01-10 06:34,울산광역시,동구,화정동,"건축,구조물",기타(발화원인),기타,부주의,음식물 조리중,기타,기타,주거,기타주택,기타 주택
1211,0,0,0,11459,2015-01-10 06:43,서울특별시,광진구,화양동,"건축,구조물",작동기기,기타(작동기기),전기적 요인,기타(전기적요인),"전기,전자",전선피복,주거,단독주택,단독주택
1212,0,0,0,100,2015-01-10 07:02,서울특별시,동대문구,답십리동,기타(쓰레기 화재등),"불꽃, 불티","기타(불꽃,불티)",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",종이,기타,야외,야적장
1213,0,0,0,93,2015-01-10 07:14,울산광역시,남구,삼산동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","기타(종이,목재,건초등)",기타,야외,쓰레기
1214,0,0,0,27354,2015-01-10 07:26,경기도,안산시상록구,부곡동,기타(쓰레기 화재등),미상(발화원인),미상,미상,미상,미상,미상,기타,야외,기타야외
1215,0,0,0,0,2015-01-10 07:31,경상북도,영덕군,영해면,임야,"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",임야,들불,기타 들불
1216,0,0,0,570,2015-01-10 07:41,충청북도,진천군,덕산면,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,가연물 근접방치,기타,기타,주거,단독주택,단독주택
1217,0,0,0,1947,2015-01-10 08:05,경상북도,김천시,남면,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,"불씨,불꽃,화원방치","종이,목재,건초등","목재, 합판",주거,기타주택,컨테이너(주거용)
1218,0,0,0,2365,2015-01-10 08:15,경상북도,경산시,옥산동,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,"자동차,철도차량",자동차,기타 승합자동차
1219,0,0,0,7971,2015-01-10 08:19,강원도,영월군,영월읍,"건축,구조물","불꽃, 불티",굴뚝(연통) 아궁이,부주의,"불씨,불꽃,화원방치","종이,목재,건초등",나무,주거,단독주택,단독주택
1220,0,0,0,1759,2015-01-10 08:20,경기도,포천시,내촌면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,주거,기타주택,컨테이너(주거용)
1221,0,0,0,180,2015-01-10 08:30,경상북도,구미시,송정동,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",방화,방화,"침구,직물류","이불(베개,시트)",주거,공동주택,다세대주택
1222,0,0,0,4224,2015-01-10 08:36,경기도,부천시원미구,춘의동,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,기타(부주의),합성수지,기타(합성수지),운수자동차시설,자동차시설,"자동차검사장, 매매장, 부속상, 정비공장"
1223,0,0,0,1899,2015-01-10 08:36,강원도,양양군,현북면,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,기타서비스,기타건축물,공중화장실
1224,0,0,0,91,2015-01-10 08:55,전라북도,전주시완산구,서신동,기타(쓰레기 화재등),작동기기,"불꽃, 스파크, 정전기",기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판",기타,야외,기타야외
1225,0,0,0,80,2015-01-10 09:13,서울특별시,강남구,역삼동,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자","전기, 전자기기 기판","판매,업무시설",일반업무,오피스텔
1226,0,0,0,308,2015-01-10 09:18,충청남도,금산군,금산읍,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마","침구,직물류",부직포,주거,공동주택,기타 공동주택
1227,4,126,130,4594449,2015-01-10 09:27,경기도,의정부시,의정부동,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",부주의,기타(부주의),합성수지,"플라스틱, PVC, 비닐, 장판",주거,공동주택,기타 공동주택
1228,0,0,0,17238,2015-01-10 09:36,서울특별시,노원구,상계동,"건축,구조물","불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",합성수지,스티로폼,"의료,복지시설",노유자시설,아동복지시설
1229,0,0,0,320,2015-01-10 10:01,경상북도,경주시,외동읍,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"종이,목재,건초등",톱밥,산업시설,공장시설,금속기계 및 기구공업
1230,0,0,0,0,2015-01-10 10:02,경상남도,양산시,북정동,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",건초,기타,야외,기타야외
1231,0,0,0,0,2015-01-10 10:17,전라남도,순천시,대룡동,기타(쓰레기 화재등),"불꽃, 불티","기타(불꽃,불티)",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",종이,기타,야외,쓰레기
1232,0,0,0,2759,2015-01-10 10:20,전라북도,진안군,마령면,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",전기적 요인,미확인단락,미상,미상,기타서비스,기타건축물,기타 건축물
1233,0,0,0,3761,2015-01-10 10:25,전라남도,영암군,신북면,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,합성수지,"플라스틱, PVC, 비닐, 장판",산업시설,동식물시설,기타 동식물시설
1234,0,0,0,2582,2015-01-10 10:29,경기도,하남시,광암동,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치",합성수지,"플라스틱, PVC, 비닐, 장판",산업시설,동식물시설,농예용 온실
